,State,State_index,Action,Reward,Next_State
4447,"[1, 3, 0, 1, 0]",114,41,0.1972362156300198,110
4448,"[1, 2, 3, 1, 0]",110,17,0.22827175686685003,147
4449,"[2, 1, 0, 1, 1]",147,14,0.2777037666565144,104
4450,"[1, 2, 2, 0, 0]",104,20,0.14491634117342778,112
4451,"[1, 3, 0, 0, 0]",112,88,0.34837302052349095,126
4452,"[1, 3, 3, 1, 0]",126,56,0.2949439133976646,175
4453,"[2, 2, 3, 1, 1]",175,15,0.07330179310814,223
4454,"[3, 1, 3, 1, 1]",223,42,0.266755591189181,201
4455,"[3, 0, 2, 0, 1]",201,9,0.26300224910667297,213
4456,"[3, 1, 1, 0, 1]",213,27,0.2630025516403978,118
4457,"[1, 3, 1, 1, 0]",118,35,0.34392185375426,197
4458,"[3, 0, 1, 0, 1]",197,20,0.2630037543761091,221
4459,"[3, 1, 3, 0, 1]",221,14,0.2128932287784009,203
4460,"[3, 0, 2, 1, 1]",203,26,0.337731674447986,195
4461,"[3, 0, 0, 1, 1]",195,16,0.2680726943107222,151
4462,"[2, 1, 1, 1, 1]",151,21,0.2723480321226046,201
4463,"[3, 0, 2, 0, 1]",201,17,0.30344722332739177,110
4464,"[1, 2, 3, 1, 0]",110,27,0.26936891464728085,118
4465,"[1, 3, 1, 1, 0]",118,29,0.3146281667939391,118
4466,"[1, 3, 1, 1, 0]",118,21,0.38009652243592934,112
4467,"[1, 3, 0, 0, 0]",112,77,0.387200637604702,112
4468,"[1, 3, 0, 0, 0]",112,81,0.1479677535691578,116
4469,"[1, 3, 1, 0, 0]",116,47,0.376370681057927,106
4470,"[1, 2, 2, 1, 0]",106,26,0.21007775984377622,102
4471,"[1, 2, 1, 1, 0]",102,47,0.6586521845023077,74
4472,"[1, 0, 2, 1, 0]",74,36,1.0,231
4473,"[3, 2, 1, 1, 1]",231,18,0.26088851018186343,90
4474,"[1, 1, 2, 1, 0]",90,26,0.4628502073446318,102
4475,"[1, 2, 1, 1, 0]",102,89,0.5859477323076486,118
4476,"[1, 3, 1, 1, 0]",118,28,0.2995419137313531,219
4477,"[3, 1, 2, 1, 1]",219,26,0.5128868708841198,106
4478,"[1, 2, 2, 1, 0]",106,41,0.48331662638026845,102
4479,"[1, 2, 1, 1, 0]",102,77,0.43524242525360574,102
4480,"[1, 2, 1, 1, 0]",102,45,0.28475963094500856,114
4481,"[1, 3, 0, 1, 0]",114,18,0.3570972624596779,102
4482,"[1, 2, 1, 1, 0]",102,69,0.3274776626385621,118
4483,"[1, 3, 1, 1, 0]",118,30,0.0,219
4484,"[3, 1, 2, 1, 1]",219,32,0.25710827113170814,215
4485,"[3, 1, 1, 1, 1]",215,21,0.25715076500769896,195
4486,"[3, 0, 0, 1, 1]",195,14,0.25715076500769896,199
4487,"[3, 0, 1, 1, 1]",199,16,0.25715076500769896,114
4488,"[1, 3, 0, 1, 0]",114,14,0.34334067567761695,114
4489,"[1, 3, 0, 1, 0]",114,39,0.0,114
4490,"[1, 3, 0, 1, 0]",114,15,0.05759418404500784,126
4491,"[1, 3, 3, 1, 0]",126,45,0.4331893586042255,108
4492,"[1, 2, 3, 0, 0]",108,16,0.23664213386454988,219
4493,"[3, 1, 2, 1, 1]",219,18,0.132115866437954,239
4494,"[3, 2, 3, 1, 1]",239,25,0.1213344616769118,235
4495,"[3, 2, 2, 1, 1]",235,38,0.25715076500769896,227
4496,"[3, 2, 0, 1, 1]",227,31,0.12666701190772736,223
4497,"[3, 1, 3, 1, 1]",223,60,0.24710267583685688,114
4498,"[1, 3, 0, 1, 0]",114,58,0.1180785155854885,98
4499,"[1, 2, 0, 1, 0]",98,16,0.0,195
4500,"[3, 0, 0, 1, 1]",195,26,0.25715076500769896,223
4501,"[3, 1, 3, 1, 1]",223,20,0.12033162118670787,207
4502,"[3, 0, 3, 1, 1]",207,26,0.25715076500769896,110
4503,"[1, 2, 3, 1, 0]",110,18,0.10772094341953091,122
4504,"[1, 3, 2, 1, 0]",122,33,0.37156304693902864,122
4505,"[1, 3, 2, 1, 0]",122,0,0.2336571741778071,199
4506,"[3, 0, 1, 1, 1]",199,12,0.17099787495367827,126
4507,"[1, 3, 3, 1, 0]",126,46,0.2814005513458428,209
4508,"[3, 1, 0, 0, 1]",209,56,0.25715076500769896,110
4509,"[1, 2, 3, 1, 0]",110,45,0.01920667607509184,223
4510,"[3, 1, 3, 1, 1]",223,26,0.1296010105009153,219
4511,"[3, 1, 2, 1, 1]",219,18,0.1172699364286449,110
4512,"[1, 2, 3, 1, 0]",110,57,0.3721125766259296,209
4513,"[3, 1, 0, 0, 1]",209,56,0.25715076500769896,110
4514,"[1, 2, 3, 1, 0]",110,60,0.3721125766259296,126
4515,"[1, 3, 3, 1, 0]",126,83,0.0,203
4516,"[3, 0, 2, 1, 1]",203,14,0.1959706400798658,197
4517,"[3, 0, 1, 0, 1]",197,12,0.27766738265046037,122
4518,"[1, 3, 2, 1, 0]",122,30,0.25859189471343785,197
4519,"[3, 0, 1, 0, 1]",197,10,0.2835996760021822,203
4520,"[3, 0, 2, 1, 1]",203,47,0.189320230184519,126
4521,"[1, 3, 3, 1, 0]",126,29,0.2896895129176638,106
4522,"[1, 2, 2, 1, 0]",106,26,0.2931130464386688,106
4523,"[1, 2, 2, 1, 0]",106,47,0.678694887407911,211
4524,"[3, 1, 0, 1, 1]",211,37,0.16984366680931348,124
4525,"[1, 3, 3, 0, 0]",124,16,0.43402518072533497,197
4526,"[3, 0, 1, 0, 1]",197,19,0.11136620390737832,104
4527,"[1, 2, 2, 0, 0]",104,38,0.3774459437136505,203
4528,"[3, 0, 2, 1, 1]",203,25,0.16187499502612027,227
4529,"[3, 2, 0, 1, 1]",227,26,0.25715076500769896,122
4530,"[1, 3, 2, 1, 0]",122,65,0.6829065990596435,108
4531,"[1, 2, 3, 0, 0]",108,14,0.4254296006455559,90
4532,"[1, 1, 2, 1, 0]",90,24,0.47666472012351013,98
4533,"[1, 2, 0, 1, 0]",98,29,0.0,197
4534,"[3, 0, 1, 0, 1]",197,18,0.25715076500769896,126
4535,"[1, 3, 3, 1, 0]",126,21,1.0,124
4536,"[1, 3, 3, 0, 0]",124,13,0.3540299386590044,116
4537,"[1, 3, 1, 0, 0]",116,77,0.010823855123114423,116
4538,"[1, 3, 1, 0, 0]",116,15,0.04258217612495322,116
4539,"[1, 3, 1, 0, 0]",116,114,0.4792843836240077,239
4540,"[3, 2, 3, 1, 1]",239,5,0.1167333998941037,114
4541,"[1, 3, 0, 1, 0]",114,33,1.0,161
4542,"[2, 2, 0, 0, 1]",161,74,0.0,112
4543,"[1, 3, 0, 0, 0]",112,8,0.46080648586572565,116
4544,"[1, 3, 1, 0, 0]",116,1,1.0,133
4545,"[2, 0, 1, 0, 1]",133,26,0.2627525641578817,147
4546,"[2, 1, 0, 1, 1]",147,15,0.27442489243900453,145
4547,"[2, 1, 0, 0, 1]",145,15,0.8676620676820322,175
4548,"[2, 2, 3, 1, 1]",175,18,0.14705490666746462,98
4549,"[1, 2, 0, 1, 0]",98,26,0.7815319651530498,223
4550,"[3, 1, 3, 1, 1]",223,18,0.1351812260922291,96
4551,"[1, 2, 0, 0, 0]",96,3,1.0,116
4552,"[1, 3, 1, 0, 0]",116,37,1.0,141
4553,"[2, 0, 3, 0, 1]",141,23,0.21756662121979425,129
4554,"[2, 0, 0, 0, 1]",129,23,0.27062239624955353,102
4555,"[1, 2, 1, 1, 0]",102,16,1.0,122
4556,"[1, 3, 2, 1, 0]",122,29,0.7516416222699825,133
4557,"[2, 0, 1, 0, 1]",133,15,0.5599231905871856,118
4558,"[1, 3, 1, 1, 0]",118,29,0.3088577356852113,116
4559,"[1, 3, 1, 0, 0]",116,15,0.19338155006032265,122
4560,"[1, 3, 2, 1, 0]",122,89,0.0,118
4561,"[1, 3, 1, 1, 0]",118,143,1.0,100
4562,"[1, 2, 1, 0, 0]",100,24,0.6184413717311655,98
4563,"[1, 2, 0, 1, 0]",98,60,1.0,122
4564,"[1, 3, 2, 1, 0]",122,72,0.4897895168947949,104
4565,"[1, 2, 2, 0, 0]",104,24,0.7589089737551304,217
4566,"[3, 1, 2, 0, 1]",217,14,0.24682024126095095,122
4567,"[1, 3, 2, 1, 0]",122,49,0.3543650604819368,106
4568,"[1, 2, 2, 1, 0]",106,26,0.3646454647122453,217
4569,"[3, 1, 2, 0, 1]",217,23,0.461983703396403,203
4570,"[3, 0, 2, 1, 1]",203,15,0.2594002446286026,239
4571,"[3, 2, 3, 1, 1]",239,15,0.12122179259083905,239
4572,"[3, 2, 3, 1, 1]",239,26,0.07544224220345717,114
4573,"[1, 3, 0, 1, 0]",114,36,0.0,203
4574,"[3, 0, 2, 1, 1]",203,36,0.3583050088287788,114
4575,"[1, 3, 0, 1, 0]",114,39,0.29006792627085326,193
4576,"[3, 0, 0, 0, 1]",193,12,0.1675447367626836,193
4577,"[3, 0, 0, 0, 1]",193,12,0.11595267775934887,98
4578,"[1, 2, 0, 1, 0]",98,14,0.18968030881599784,96
4579,"[1, 2, 0, 0, 0]",96,20,0.9188530961799779,151
4580,"[2, 1, 1, 1, 1]",151,15,0.2985784668172334,122
4581,"[1, 3, 2, 1, 0]",122,74,0.0,126
4582,"[1, 3, 3, 1, 0]",126,107,0.5497414381088964,157
4583,"[2, 1, 3, 0, 1]",157,5,0.3056685590835007,116
4584,"[1, 3, 1, 0, 0]",116,6,0.3244618671393976,175
4585,"[2, 2, 3, 1, 1]",175,26,0.25752913281893447,147
4586,"[2, 1, 0, 1, 1]",147,37,0.21071333179403573,135
4587,"[2, 0, 1, 1, 1]",135,23,0.20090333483288142,118
4588,"[1, 3, 1, 1, 0]",118,63,0.34140787436792364,106
4589,"[1, 2, 2, 1, 0]",106,17,0.3400646143167501,110
4590,"[1, 2, 3, 1, 0]",110,16,0.2736697537515567,118
4591,"[1, 3, 1, 1, 0]",118,107,0.28435087513477325,145
4592,"[2, 1, 0, 0, 1]",145,110,1.0,104
4593,"[1, 2, 2, 0, 0]",104,13,0.3072019684487035,106
4594,"[1, 2, 2, 1, 0]",106,15,0.28530141757899635,201
4595,"[3, 0, 2, 0, 1]",201,15,0.672021270662251,124
4596,"[1, 3, 3, 0, 0]",124,144,0.3721125766259296,133
4597,"[2, 0, 1, 0, 1]",133,12,0.290925471995781,112
4598,"[1, 3, 0, 0, 0]",112,32,0.4946418260105522,153
4599,"[2, 1, 2, 0, 1]",153,13,0.4213932669414573,137
4600,"[2, 0, 2, 0, 1]",137,15,0.29330974178137587,108
4601,"[1, 2, 3, 0, 0]",108,21,0.2960404487257779,155
4602,"[2, 1, 2, 1, 1]",155,25,0.28011478010947954,114
4603,"[1, 3, 0, 1, 0]",114,65,0.3593378714717872,114
4604,"[1, 3, 0, 1, 0]",114,66,0.37788637277666265,175
4605,"[2, 2, 3, 1, 1]",175,26,0.23809543511045533,159
4606,"[2, 1, 3, 1, 1]",159,23,0.29724244904486535,116
4607,"[1, 3, 1, 0, 0]",116,16,0.459711913373957,124
4608,"[1, 3, 3, 0, 0]",124,16,0.09582444715029044,114
