,State,Action,Reward,Reward_Terms,Next_State
2756,"[0.7044510576931426, 0.023340737300075888, 0.0015387562775125549, 0.375, 0.6807212010663672, 1.0, 0.0, 0.0, 1.0]",15,0.14078264121939035,"(674622.160635952, 2194227.8587135216, 770376.6, -0.05522997555870243, 1.0, 12909814.049719002, 5186551.90524477, 6631443.416368009)","[0.7036504569087823, 0.023406862981392586, 0.029398058796117593, 0.25, 0.6852813245404799, 1.0, 0.0, 0.0, 1.0]"
2757,"[0.7036504569087823, 0.023406862981392586, 0.029398058796117593, 0.25, 0.6852813245404799, 1.0, 0.0, 0.0, 1.0]",23,0.1710677098560939,"(674622.160635952, 2194227.8587135216, 14700000.0, -0.10609810108317878, 1.0, 12895114.049719002, 5186551.90524477, 6631443.416368009)","[0.7020383628123831, 0.06952633663628437, 0.059198118396236794, 0.375, 0.6763013890837659, 1.0, 0.0, 0.0, 1.0]"
2758,"[0.7020383628123831, 0.06952633663628437, 0.059198118396236794, 0.375, 0.6763013890837659, 1.0, 0.0, 0.0, 1.0]",14,0.23054909552106556,"(674622.160635952, 2194227.8587135216, 29600000.0, 0.02243187866064443, 1.0, 12865514.049719002, 5186551.90524477, 6631443.416368009)","[0.7020383628123831, 0.09231229885611286, 0.041998083996167994, 0.25, 0.6691455030166971, 1.0, 0.0, 0.0, 1.0]"
2759,"[0.7020383628123831, 0.09231229885611286, 0.041998083996167994, 0.25, 0.6691455030166971, 1.0, 0.0, 0.0, 1.0]",17,0.3120258470293139,"(674622.160635952, 2194227.8587135216, 21000000.0, 0.013570438516255254, 1.0, 12865514.049719002, 5186551.90524477, 6631443.416368009)","[0.7019566688547954, 0.07028527043794104, 0.040698081396162794, 0.25, 0.6125999719377017, 1.0, 0.0, 0.0, 1.0]"
2760,"[0.7019566688547954, 0.07028527043794104, 0.040698081396162794, 0.25, 0.6125999719377017, 1.0, 0.0, 0.0, 1.0]",15,0.25715076500769896,"(674622.160635952, 2194227.8587135216, 20350000.0, -0.1057628454003337, 1.0, 12864014.049719002, 5186551.90524477, 6631443.416368009)","[0.09878444100490982, 0.1599854915780736, 0.09999819999639999, 0.125, 0.6431878770871334, 0.0, 1.0, 1.0, 0.0]"
2761,"[0.09878444100490982, 0.1599854915780736, 0.09999819999639999, 0.125, 0.6431878770871334, 0.0, 1.0, 1.0, 0.0]",33,0.9167221394987501,"(674622.160635952, 2194227.8587135216, 50000000.0, 0.7479797152534915, -1.0, 1789041.4508885003, 5186551.90524477, 6631443.416368009)","[0.7046798007743884, 0.023455366042800532, 0.004665309150618301, 0.5, 0.6823347832187456, 1.0, 0.0, 0.0, 1.0]"
2762,"[0.7046798007743884, 0.023455366042800532, 0.004665309150618301, 0.5, 0.6823347832187456, 1.0, 0.0, 0.0, 1.0]",26,0.2619760449542421,"(674622.160635952, 2194227.8587135216, 2333649.91, -0.09526962187109976, 1.0, 12914014.049719002, 5186551.90524477, 6631443.416368009)","[0.7046713100490631, 0.0, 0.163998327996656, 0.25, 0.6702679949487863, 1.0, 0.0, 1.0, 0.0]"
2763,"[0.7046713100490631, 0.0, 0.163998327996656, 0.25, 0.6702679949487863, 1.0, 0.0, 1.0, 0.0]",19,0.259531352648639,"(674622.160635952, 2194227.8587135216, 82000000.0, -0.10058593576523335, -1.0, 12913858.149719002, 5186551.90524477, 6631443.416368009)","[0.7048891606026306, 0.023492089444691305, 0.003998007996015992, 0.375, 0.6109162340395679, 1.0, 0.0, 0.0, 1.0]"
2764,"[0.7048891606026306, 0.023492089444691305, 0.003998007996015992, 0.375, 0.6109162340395679, 1.0, 0.0, 0.0, 1.0]",5,0.3392061794985926,"(674622.160635952, 2194227.8587135216, 2000000.0, 0.07267774573132449, 1.0, 12917858.149719002, 5186551.90524477, 6631443.416368009)","[0.7057867287412317, 0.14078221435725438, 0.014911887403774807, 0.5, 0.6434685000701558, 1.0, 0.0, 0.0, 1.0]"
2765,"[0.7057867287412317, 0.14078221435725438, 0.014911887403774807, 0.5, 0.6434685000701558, 1.0, 0.0, 0.0, 1.0]",45,1.0,"(674622.160635952, 2194227.8587135216, 7456928.79, 2.252183074744045, 1.0, 12934338.587779, 5186551.90524477, 6631443.416368009)","[0.7057268198390008, 0.023742018887682376, 0.002198004396008792, 0.25, 0.7477199382629438, 1.0, 0.0, 0.0, 1.0]"
2766,"[0.7057268198390008, 0.023742018887682376, 0.002198004396008792, 0.25, 0.7477199382629438, 1.0, 0.0, 0.0, 1.0]",5,0.11576930284727391,"(674622.160635952, 2194227.8587135216, 1100000.0, -0.1057628454003337, 1.0, 12933238.587779, 5186551.90524477, 6631443.416368009)","[0.7053360578993305, 0.023463654631985593, 0.020625261670523344, 0.375, 0.6779149712361442, 1.0, 0.0, 0.0, 1.0]"
2767,"[0.7053360578993305, 0.023463654631985593, 0.020625261670523344, 0.375, 0.6779149712361442, 1.0, 0.0, 0.0, 1.0]",38,0.25633645475377403,"(674622.160635952, 2194227.8587135216, 10313610.21, -0.10753367312665106, 1.0, 12926063.725319002, 5186551.90524477, 6631443.416368009)","[0.7053360578993305, 0.11476962094197304, 0.0055053186306372615, 0.5, 0.6503437631542024, 1.0, 0.0, 0.0, 1.0]"
2768,"[0.7053360578993305, 0.11476962094197304, 0.0055053186306372615, 0.5, 0.6503437631542024, 1.0, 0.0, 0.0, 1.0]",48,0.6366148940657497,"(674622.160635952, 2194227.8587135216, 2753653.81, 0.7194331995223683, 1.0, 12926063.725319002, 5186551.90524477, 6631443.416368009)","[0.10405389055367754, 0.20381937976752476, 0.00023393204786409573, 0.5, 0.6753192086431878, 0.0, 1.0, 0.0, 1.0]"
2769,"[0.10405389055367754, 0.20381937976752476, 0.00023393204786409573, 0.5, 0.6753192086431878, 0.0, 1.0, 0.0, 1.0]",16,0.4723412170063831,"(674622.160635952, 2194227.8587135216, 117965.79, 0.11219788210041308, 1.0, 1885794.9263785, 5186551.90524477, 6631443.416368009)","[0.10389837880523714, 0.28931740271997525, 0.0057087794975589955, 0.5, 0.6917707310228708, 0.0, 1.0, 0.0, 1.0]"
2770,"[0.10389837880523714, 0.28931740271997525, 0.0057087794975589955, 0.5, 0.6917707310228708, 0.0, 1.0, 0.0, 1.0]",47,0.9659425238755647,"(674622.160635952, 2194227.8587135216, 2855384.04, 1.4383984746624419, 1.0, 1882939.5423385, 5186551.90524477, 6631443.416368009)","[0.10389837880523714, 0.20392110983705222, 0.3999987999976, 0.25, 0.68194892661709, 0.0, 1.0, 1.0, 0.0]"
2771,"[0.10389837880523714, 0.20392110983705222, 0.3999987999976, 0.25, 0.68194892661709, 0.0, 1.0, 1.0, 0.0]",47,0.3018301535446085,"(674622.160635952, 2194227.8587135216, 200000000.0, -0.2586014752288143, -1.0, 1882939.5423385, 5186551.90524477, 6631443.416368009)","[0.7050901023064228, 0.0234423455842653, 0.01575318926637853, 0.375, 0.6786165286936999, 1.0, 0.0, 0.0, 1.0]"
2772,"[0.7050901023064228, 0.0234423455842653, 0.01575318926637853, 0.375, 0.6786165286936999, 1.0, 0.0, 0.0, 1.0]",30,0.25854010141479145,"(674622.160635952, 2194227.8587135216, 7877578.88, -0.10274154557142573, 1.0, 12921547.682759, 5186551.90524477, 6631443.416368009)","[0.7120177499098675, 0.023455366042800532, 0.0045568664737329475, 0.5, 0.6814929142696787, 1.0, 0.0, 0.0, 1.0]"
2773,"[0.7120177499098675, 0.023455366042800532, 0.0045568664737329475, 0.5, 0.6814929142696787, 1.0, 0.0, 0.0, 1.0]",25,0.26078873423552784,"(674622.160635952, 2194227.8587135216, 2279428.68, -0.09785158953062376, 1.0, 13048747.682758998, 5186551.90524477, 6631443.416368009)","[0.7117454367179082, 0.046467858398757333, 0.009998019996039992, 0.125, 0.7190963939946681, 1.0, 0.0, 0.0, 1.0]"
2774,"[0.7117454367179082, 0.046467858398757333, 0.009998019996039992, 0.125, 0.7190963939946681, 1.0, 0.0, 0.0, 1.0]",25,0.12278777420744735,"(674622.160635952, 2194227.8587135216, 5000000.0, -0.13607434896005724, 1.0, 13043747.682758998, 5186551.90524477, 6631443.416368009)","[0.7117454367179082, 0.07017438589251936, 0.009998019996039992, 0.125, 0.6661989616949628, 1.0, 0.0, 0.0, 1.0]"
2775,"[0.7117454367179082, 0.07017438589251936, 0.009998019996039992, 0.125, 0.6661989616949628, 1.0, 0.0, 0.0, 1.0]",47,0.25715076500769896,"(674622.160635952, 2194227.8587135216, 5000000.0, -0.1057628454003337, 1.0, 13043747.682758998, 5186551.90524477, 6631443.416368009)","[0.10388059708765816, 0.1819413985518152, 0.0018354441508883017, 0.375, 0.6419601515364108, 0.0, 1.0, 0.0, 1.0]"
2776,"[0.10388059708765816, 0.1819413985518152, 0.0018354441508883017, 0.375, 0.6419601515364108, 0.0, 1.0, 0.0, 1.0]",10,1.0,"(674622.160635952, 2194227.8587135216, 918720.24, 1.8701368803450467, 1.0, 1882613.0484685, 5186551.90524477, 6631443.416368009)","[0.10388059708765816, 0.2683114085635479, 0.009050647961295922, 0.375, 0.6663392731864739, 0.0, 1.0, 0.0, 1.0]"
2777,"[0.10388059708765816, 0.2683114085635479, 0.009050647961295922, 0.375, 0.6663392731864739, 0.0, 1.0, 0.0, 1.0]",23,1.0,"(674622.160635952, 2194227.8587135216, 4526314.93, 2.3615130438431535, 1.0, 1882613.0484685, 5186551.90524477, 6631443.416368009)","[0.7117262259491698, 0.046467858398757333, 0.0007034673669347338, 0.5, 0.7230251157569805, 1.0, 0.0, 0.0, 1.0]"
2778,"[0.7117262259491698, 0.046467858398757333, 0.0007034673669347338, 0.5, 0.7230251157569805, 1.0, 0.0, 0.0, 1.0]",21,0.11600229600137,"(674622.160635952, 2194227.8587135216, 352732.98, -0.10798900436526059, 1.0, 13043394.949779, 5186551.90524477, 6631443.416368009)","[0.7117262259491698, 0.09310344796918264, 0.0003453992307984616, 0.125, 0.6608671250175389, 1.0, 0.0, 0.0, 1.0]"
2779,"[0.7117262259491698, 0.09310344796918264, 0.0003453992307984616, 0.125, 0.6608671250175389, 1.0, 0.0, 0.0, 1.0]",26,0.3854487949039953,"(674622.160635952, 2194227.8587135216, 173699.27, 0.17323856404672916, 1.0, 13043394.949779, 5186551.90524477, 6631443.416368009)","[0.10355723329694293, 0.18438487641849985, 0.011872725385450771, 0.5, 0.6504840746457135, 0.0, 1.0, 0.0, 1.0]"
2780,"[0.10355723329694293, 0.18438487641849985, 0.011872725385450771, 0.5, 0.6504840746457135, 0.0, 1.0, 0.0, 1.0]",8,0.8826371931270662,"(674622.160635952, 2194227.8587135216, 5937350.82, 1.3037773620123387, 1.0, 1876675.6976485008, 5186551.90524477, 6631443.416368009)","[0.10355723329694293, 0.2683076163075965, 0.003268320316640633, 0.5, 0.6454328609513119, 0.0, 1.0, 0.0, 1.0]"
2781,"[0.10355723329694293, 0.2683076163075965, 0.003268320316640633, 0.5, 0.6454328609513119, 0.0, 1.0, 0.0, 1.0]",38,1.0,"(674622.160635952, 2194227.8587135216, 1635156.89, 8.592167395713549, 1.0, 1876675.6976485008, 5186551.90524477, 6631443.416368009)","[0.10355723329694293, 0.13727583727962064, 0.005954784889569779, 0.5, 0.6632524203732286, 0.0, 1.0, 0.0, 1.0]"
2782,"[0.10355723329694293, 0.13727583727962064, 0.005954784889569779, 0.5, 0.6632524203732286, 0.0, 1.0, 0.0, 1.0]",25,0.9648967912553207,"(674622.160635952, 2194227.8587135216, 2978386.49, 1.1833265623891207, 1.0, 1876675.6976485008, 5186551.90524477, 6631443.416368009)","[0.10342294295040796, 0.22547668924110048, 0.004929476658953318, 0.5, 0.6743370282026098, 0.0, 1.0, 0.0, 1.0]"
2783,"[0.10342294295040796, 0.22547668924110048, 0.004929476658953318, 0.5, 0.6743370282026098, 0.0, 1.0, 0.0, 1.0]",26,1.0,"(674622.160635952, 2194227.8587135216, 2465733.4, 2.806061528527098, 1.0, 1874209.9642485003, 5186551.90524477, 6631443.416368009)","[0.10342294295040796, 0.35102504785665345, 0.0005834126068252136, 0.5, 0.6959449978953276, 0.0, 1.0, 0.0, 1.0]"
2784,"[0.10342294295040796, 0.35102504785665345, 0.0005834126068252136, 0.5, 0.6959449978953276, 0.0, 1.0, 0.0, 1.0]",15,0.43671208464312944,"(674622.160635952, 2194227.8587135216, 292705.72, 0.03471751739988946, 1.0, 1874209.9642485003, 5186551.90524477, 6631443.416368009)","[0.7116417404072061, 0.11749719110415065, 0.004768552257104514, 0.0, 0.7975305177494036, 1.0, 0.0, 0.0, 1.0]"
2785,"[0.7116417404072061, 0.11749719110415065, 0.004768552257104514, 0.0, 0.7975305177494036, 1.0, 0.0, 0.0, 1.0]",36,0.1278238050896982,"(674622.160635952, 2194227.8587135216, 2385271.36, -0.11433482525694179, 1.0, 13041843.692909, 5186551.90524477, 6631443.416368009)","[0.7116417404072061, 0.11493174348295578, 0.0040094083588167176, 0.5, 0.653886628314859, 1.0, 0.0, 0.0, 1.0]"
2786,"[0.7116417404072061, 0.11493174348295578, 0.0040094083588167176, 0.5, 0.653886628314859, 1.0, 0.0, 0.0, 1.0]",28,0.8254277994209306,"(674622.160635952, 2194227.8587135216, 2005700.17, 1.1300323861074704, 1.0, 13041843.692909, 5186551.90524477, 6631443.416368009)","[0.10342294295040796, 0.1599854915780736, 0.004131336682673365, 0.5, 0.6361723025115756, 0.0, 1.0, 0.0, 1.0]"
2787,"[0.10342294295040796, 0.1599854915780736, 0.004131336682673365, 0.5, 0.6361723025115756, 0.0, 1.0, 0.0, 1.0]",23,0.3880436439029832,"(674622.160635952, 2194227.8587135216, 2066664.21, 0.2193809636509264, 1.0, 1874209.9642485003, 5186551.90524477, 6631443.416368009)","[0.10342294295040796, 0.20392110983705222, 0.0038512989425978856, 0.5, 0.6675669987371966, 0.0, 1.0, 0.0, 1.0]"
2788,"[0.10342294295040796, 0.20392110983705222, 0.0038512989425978856, 0.5, 0.6675669987371966, 0.0, 1.0, 0.0, 1.0]",61,0.3166975891964227,"(674622.160635952, 2194227.8587135216, 1926645.62, -0.22627022661125912, 1.0, 1874209.9642485003, 5186551.90524477, 6631443.416368009)","[0.6820499990665201, 0.02365820288490842, 0.005998011996023992, 0.375, 0.6621299284411393, 1.0, 0.0, 0.0, 1.0]"
2789,"[0.6820499990665201, 0.02365820288490842, 0.005998011996023992, 0.375, 0.6621299284411393, 1.0, 0.0, 0.0, 1.0]",33,0.32295519908029496,"(674622.160635952, 2194227.8587135216, 3000000.0, 0.037337791990284634, 1.0, 12498503.483649, 5186551.90524477, 6631443.416368009)","[0.6818866111513445, 0.11749719110415065, 0.005998011996023992, 0.375, 0.8173144380524765, 1.0, 0.0, 0.0, 1.0]"
2790,"[0.6818866111513445, 0.11749719110415065, 0.005998011996023992, 0.375, 0.8173144380524765, 1.0, 0.0, 0.0, 1.0]",139,0.20064569072191915,"(674622.160635952, 2194227.8587135216, 3000000.0, -0.1057628454003337, 1.0, 12495503.483649, 5186551.90524477, 6631443.416368009)","[0.6818866111513445, 0.1404610306804302, 0.01999803999607999, 0.375, 0.665497404237407, 1.0, 0.0, 0.0, 1.0]"
2791,"[0.6818866111513445, 0.1404610306804302, 0.01999803999607999, 0.375, 0.665497404237407, 1.0, 0.0, 0.0, 1.0]",51,0.2970645067313668,"(674622.160635952, 2194227.8587135216, 10000000.0, -0.018965018448426397, 1.0, 12495503.483649, 5186551.90524477, 6631443.416368009)","[0.681892257764713, 0.08183600681541289, 0.00020535773071546142, 0.75, 0.6635330433562509, 1.0, 0.0, 1.0, 0.0]"
2792,"[0.681892257764713, 0.08183600681541289, 0.00020535773071546142, 0.75, 0.6635330433562509, 1.0, 0.0, 1.0, 0.0]",15,0.11600831166644748,"(674622.160635952, 2194227.8587135216, 103678.66, -0.1057628454003337, -1.0, 12495607.162309, 5186551.90524477, 6631443.416368009)","[0.682861257026981, 0.14020037892745718, 0.045998091996183994, 0.375, 0.6533604602216921, 1.0, 0.0, 0.0, 1.0]"
2793,"[0.682861257026981, 0.14020037892745718, 0.045998091996183994, 0.375, 0.6533604602216921, 1.0, 0.0, 0.0, 1.0]",2,0.4027692480350508,"(674622.160635952, 2194227.8587135216, 23000000.0, 0.21090423077389842, 1.0, 12513399.162309, 5186551.90524477, 6631443.416368009)","[0.6819469441808274, 0.02379929699875902, 0.003998007996015992, 0.375, 0.6584818296618493, 1.0, 0.0, 0.0, 1.0]"
2794,"[0.6819469441808274, 0.02379929699875902, 0.003998007996015992, 0.375, 0.6584818296618493, 1.0, 0.0, 0.0, 1.0]",26,0.3864143490072324,"(674622.160635952, 2194227.8587135216, 2000000.0, 0.17533829196864903, 1.0, 12496611.271139, 5186551.90524477, 6631443.416368009)","[0.6819469441808274, 0.023808812352273397, 0.001998003996007992, 0.375, 0.6360319910200645, 1.0, 0.0, 0.0, 1.0]"
2795,"[0.6819469441808274, 0.023808812352273397, 0.001998003996007992, 0.375, 0.6360319910200645, 1.0, 0.0, 0.0, 1.0]",36,0.2617991635334221,"(674622.160635952, 2194227.8587135216, 1000000.0, -0.09565427443165475, 1.0, 12496611.271139, 5186551.90524477, 6631443.416368009)","[0.6819469441808274, 0.11678631724046375, 0.029998059996119993, 0.375, 0.6663392731864739, 1.0, 0.0, 0.0, 1.0]"
2796,"[0.6819469441808274, 0.11678631724046375, 0.029998059996119993, 0.375, 0.6663392731864739, 1.0, 0.0, 0.0, 1.0]",12,0.0,"(674622.160635952, 2194227.8587135216, 15000000.0, -1.5631788661090429, 1.0, 12496611.271139, 5186551.90524477, 6631443.416368009)","[0.6819469441808274, 0.023455366042800532, 0.009998019996039992, 0.375, 0.6833169636593237, 1.0, 0.0, 0.0, 1.0]"
2797,"[0.6819469441808274, 0.023455366042800532, 0.009998019996039992, 0.375, 0.6833169636593237, 1.0, 0.0, 0.0, 1.0]",30,0.25715076500769896,"(674622.160635952, 2194227.8587135216, 5000000.0, -0.1057628454003337, 1.0, 12496611.271139, 5186551.90524477, 6631443.416368009)","[0.6817289302393447, 0.023406862981392586, 0.003998007996015992, 0.25, 0.7177283569524344, 1.0, 0.0, 0.0, 1.0]"
2798,"[0.6817289302393447, 0.023406862981392586, 0.003998007996015992, 0.25, 0.7177283569524344, 1.0, 0.0, 0.0, 1.0]",25,0.2565527550721149,"(674622.160635952, 2194227.8587135216, 2000000.0, -0.10706329884475657, 1.0, 12492608.271139, 5186551.90524477, 6631443.416368009)","[0.10867008197303422, 0.2890316498751044, 0.009598019196038391, 0.25, 0.6694261259997193, 0.0, 1.0, 1.0, 0.0]"
2799,"[0.10867008197303422, 0.2890316498751044, 0.009598019196038391, 0.25, 0.6694261259997193, 0.0, 1.0, 1.0, 0.0]",16,0.4071795979536223,"(674622.160635952, 2194227.8587135216, 4800000.0, -0.029504867133288558, -1.0, 1970553.7914585003, 5186551.90524477, 6631443.416368009)","[0.681329724170404, 0.093785877710971, 0.009998019996039992, 0.375, 0.7284972639259155, 1.0, 0.0, 0.0, 1.0]"
2800,"[0.681329724170404, 0.093785877710971, 0.009998019996039992, 0.375, 0.7284972639259155, 1.0, 0.0, 0.0, 1.0]",17,0.12939143917282578,"(674622.160635952, 2194227.8587135216, 5000000.0, -0.1057628454003337, 1.0, 12485278.364239, 5186551.90524477, 6631443.416368009)","[0.681329724170404, 0.023406862981392586, 0.005998011996023992, 0.25, 0.7180791356812123, 1.0, 0.0, 0.0, 1.0]"
2801,"[0.681329724170404, 0.023406862981392586, 0.005998011996023992, 0.25, 0.7180791356812123, 1.0, 0.0, 0.0, 1.0]",25,0.25715076500769896,"(674622.160635952, 2194227.8587135216, 3000000.0, -0.1057628454003337, 1.0, 12485278.364239, 5186551.90524477, 6631443.416368009)","[0.1163376671227461, 0.22529667498445863, 1.8000036000072e-05, 0.125, 0.6830012628034237, 0.0, 1.0, 0.0, 1.0]"
2802,"[0.1163376671227461, 0.22529667498445863, 1.8000036000072e-05, 0.125, 0.6830012628034237, 0.0, 1.0, 0.0, 1.0]",50,0.6768095033400062,"(674622.160635952, 2194227.8587135216, 10000.0, 0.5568418109309469, 1.0, 2111339.9409385, 5186551.90524477, 6631443.416368009)","[0.12286583127358663, 0.1844282108139604, 0.005998011996023992, 0.125, 0.5368317665216781, 0.0, 1.0, 0.0, 1.0]"
2803,"[0.12286583127358663, 0.1844282108139604, 0.005998011996023992, 0.125, 0.5368317665216781, 0.0, 1.0, 0.0, 1.0]",49,0.6173786852593992,"(674622.160635952, 2194227.8587135216, 3000000.0, 0.4276014631057773, 1.0, 2231204.9409385, 5186551.90524477, 6631443.416368009)","[0.6810210968455287, 0.022975013087373094, 0.006142955705911412, 0.125, 0.6465202750105233, 1.0, 0.0, 0.0, 1.0]"
2804,"[0.6810210968455287, 0.022975013087373094, 0.006142955705911412, 0.125, 0.6465202750105233, 1.0, 0.0, 0.0, 1.0]",39,0.2576422298744704,"(674622.160635952, 2194227.8587135216, 3072471.71, -0.1046940886108976, 1.0, 12479611.592779, 5186551.90524477, 6631443.416368009)","[0.6810118542983365, 0.06997768203897713, 0.01716803433606867, 0.375, 0.5842570506524484, 1.0, 0.0, 0.0, 1.0]"
2805,"[0.6810118542983365, 0.06997768203897713, 0.01716803433606867, 0.375, 0.5842570506524484, 1.0, 0.0, 0.0, 1.0]",26,0.30605489344063097,"(674622.160635952, 2194227.8587135216, 8585000.0, 0.0005857927790440297, 1.0, 12479441.888419, 5186551.90524477, 6631443.416368009)","[0.12258205878251167, 0.3108210430546511, 0.001798003596007192, 0.125, 0.5825733127543146, 0.0, 1.0, 1.0, 0.0]"
2806,"[0.12258205878251167, 0.3108210430546511, 0.001798003596007192, 0.125, 0.5825733127543146, 0.0, 1.0, 1.0, 0.0]",29,0.988837405256418,"(674622.160635952, 2194227.8587135216, 900000.0, 1.2353886638472122, -1.0, 2225994.5343285007, 5186551.90524477, 6631443.416368009)","[0.12249580370585654, 0.2683903537403368, 0.00068000136000272, 0.125, 0.6193349235302371, 0.0, 1.0, 1.0, 0.0]"
2807,"[0.12249580370585654, 0.2683903537403368, 0.00068000136000272, 0.125, 0.6193349235302371, 0.0, 1.0, 1.0, 0.0]",26,0.5111025737788808,"(674622.160635952, 2194227.8587135216, 341000.0, 0.500679231119475, -1.0, 2224410.7866585013, 5186551.90524477, 6631443.416368009)","[0.12250724085991882, 0.2683903537403368, 0.000418000836001672, 0.125, 0.6222814648519713, 0.0, 1.0, 1.0, 0.0]"
2808,"[0.12250724085991882, 0.2683903537403368, 0.000418000836001672, 0.125, 0.6222814648519713, 0.0, 1.0, 1.0, 0.0]",23,0.23152329408566802,"(674622.160635952, 2194227.8587135216, 210000.0, -0.1057628454003337, -1.0, 2224620.7866585013, 5186551.90524477, 6631443.416368009)","[0.6840954752574469, 0.023355179727623476, 0.005998011996023992, 0.125, 0.681773537252701, 1.0, 0.0, 0.0, 1.0]"
2809,"[0.6840954752574469, 0.023355179727623476, 0.005998011996023992, 0.125, 0.681773537252701, 1.0, 0.0, 0.0, 1.0]",26,0.36650272107612386,"(674622.160635952, 2194227.8587135216, 3000000.0, 0.13203776536153564, 1.0, 12536060.903769, 5186551.90524477, 6631443.416368009)","[0.11458145408794407, 0.26831457512948836, 0.000998001996003992, 0.375, 0.6449417707310229, 0.0, 1.0, 0.0, 1.0]"
2810,"[0.11458145408794407, 0.26831457512948836, 0.000998001996003992, 0.375, 0.6449417707310229, 0.0, 1.0, 0.0, 1.0]",21,0.8751659987664117,"(674622.160635952, 2194227.8587135216, 500000.0, 0.9881948242366063, 1.0, 2079093.7426885003, 5186551.90524477, 6631443.416368009)","[0.6838333684679458, 0.16260919461296774, 0.011998023996047992, 0.5, 0.6786866844394556, 1.0, 0.0, 0.0, 1.0]"
2811,"[0.6838333684679458, 0.16260919461296774, 0.011998023996047992, 0.5, 0.6786866844394556, 1.0, 0.0, 0.0, 1.0]",26,0.47293494764380456,"(674622.160635952, 2194227.8587135216, 6000000.0, 0.36348902963250235, 1.0, 12531248.305679, 5186551.90524477, 6631443.416368009)","[0.6850641240531814, 0.04596532135902456, 0.20999841999684, 0.25, 0.7110986389785324, 1.0, 0.0, 0.0, 1.0]"
2812,"[0.6850641240531814, 0.04596532135902456, 0.20999841999684, 0.25, 0.7110986389785324, 1.0, 0.0, 0.0, 1.0]",44,0.2125260618786444,"(674622.160635952, 2194227.8587135216, 105000000.0, -0.20280529476005213, 1.0, 12553846.468779, 5186551.90524477, 6631443.416368009)","[0.11714353262355295, 0.3108210430546511, 7.8000156000312e-05, 0.125, 0.6457134839343343, 0.0, 1.0, 0.0, 1.0]"
2813,"[0.11714353262355295, 0.3108210430546511, 7.8000156000312e-05, 0.125, 0.6457134839343343, 0.0, 1.0, 0.0, 1.0]",44,0.22755392739285948,"(674622.160635952, 2194227.8587135216, 40000.0, -0.11338302443007792, 1.0, 2126136.6075085, 5186551.90524477, 6631443.416368009)","[0.6847477479649318, 0.09326707509024727, 0.011616119512239023, 0.5, 0.7377578223656518, 1.0, 0.0, 0.0, 1.0]"
2814,"[0.6847477479649318, 0.09326707509024727, 0.011616119512239023, 0.5, 0.7377578223656518, 1.0, 0.0, 0.0, 1.0]",30,0.14742196112120057,"(674622.160635952, 2194227.8587135216, 5809048.14, -0.1057628454003337, 1.0, 12548037.420639, 5186551.90524477, 6631443.416368009)","[0.6840192926585329, 0.13996646107893357, 0.026748696797393594, 0.375, 0.6561666900519153, 1.0, 0.0, 0.0, 1.0]"
2815,"[0.6840192926585329, 0.13996646107893357, 0.026748696797393594, 0.375, 0.6561666900519153, 1.0, 0.0, 0.0, 1.0]",52,0.24751424717012024,"(674622.160635952, 2194227.8587135216, 13375321.65, -0.1057628454003337, 1.0, 12534662.098989, 5186551.90524477, 6631443.416368009)","[0.6840192926585329, 0.11547703962661511, 0.005998011996023992, 0.125, 0.6479233899256349, 1.0, 0.0, 0.0, 1.0]"
2816,"[0.6840192926585329, 0.11547703962661511, 0.005998011996023992, 0.125, 0.6479233899256349, 1.0, 0.0, 0.0, 1.0]",41,0.7043050005760613,"(674622.160635952, 2194227.8587135216, 3000000.0, 0.8666344865356145, 1.0, 12534662.098989, 5186551.90524477, 6631443.416368009)","[0.1171386309860977, 0.26831457512948836, 0.000178000356000712, 0.125, 0.6572190262382489, 0.0, 1.0, 0.0, 1.0]"
2817,"[0.1171386309860977, 0.26831457512948836, 0.000178000356000712, 0.125, 0.6572190262382489, 0.0, 1.0, 0.0, 1.0]",36,0.3072332271088583,"(674622.160635952, 2194227.8587135216, 90000.0, 0.05928880555684244, 1.0, 2126046.6075085, 5186551.90524477, 6631443.416368009)","[0.6838928947930164, 0.02282201760681729, 0.004639645059290119, 0.5, 0.6884383330994808, 1.0, 0.0, 0.0, 1.0]"
2818,"[0.6838928947930164, 0.02282201760681729, 0.004639645059290119, 0.5, 0.6884383330994808, 1.0, 0.0, 0.0, 1.0]",23,0.21549165794060302,"(674622.160635952, 2194227.8587135216, 2320817.89, 0.09205843507252612, 1.0, 12532341.281099, 5186551.90524477, 6631443.416368009)","[0.683727159076283, 0.06916747696961634, 0.006084229128458257, 0.5, 0.6800196436088115, 1.0, 0.0, 0.0, 1.0]"
2819,"[0.683727159076283, 0.06916747696961634, 0.006084229128458257, 0.5, 0.6800196436088115, 1.0, 0.0, 0.0, 1.0]",16,1.0,"(674622.160635952, 2194227.8587135216, 3043108.48, 2.0173007441464113, 1.0, 12529298.172619, 5186551.90524477, 6631443.416368009)","[0.11704268271605062, 0.2036036104263113, 0.003521459922919846, 0.375, 0.6815981478883121, 0.0, 1.0, 0.0, 1.0]"
