,State,State_index,Action,Reward,Next_State
0,"[0, 1, 1, 2, 0, 0]",88,21,0.3721125766259296,875
1,"[3, 1, 2, 2, 1, 1]",875,69,0.19750212080063864,48
2,"[0, 0, 3, 0, 0, 0]",48,134,0.3721125766259296,496
3,"[1, 3, 3, 0, 0, 0]",496,110,0.23757319918484154,979
4,"[3, 3, 1, 0, 1, 1]",979,95,0.25715076500769896,470
5,"[1, 3, 1, 1, 1, 0]",470,72,0.3721125766259296,969
6,"[3, 3, 0, 2, 0, 1]",969,25,0.25715076500769896,372
7,"[1, 1, 3, 1, 0, 0]",372,22,0.3721125766259296,909
8,"[3, 2, 0, 3, 0, 1]",909,12,0.15768356846436227,963
9,"[3, 3, 0, 0, 1, 1]",963,130,0.25715076500769896,963
10,"[3, 3, 0, 0, 1, 1]",963,102,0.25715076500769896,440
11,"[1, 2, 3, 2, 0, 0]",440,141,0.3721125766259296,845
12,"[3, 1, 0, 3, 0, 1]",845,23,0.31192806593536354,979
13,"[3, 3, 1, 0, 1, 1]",979,45,0.11660758815961628,963
14,"[3, 3, 0, 0, 1, 1]",963,47,0.25715076500769896,963
15,"[3, 3, 0, 0, 1, 1]",963,52,0.25715076500769896,254
16,"[0, 3, 3, 3, 1, 0]",254,38,0.7865142765482703,250
17,"[0, 3, 3, 2, 1, 0]",250,116,0.3721125766259296,240
18,"[0, 3, 3, 0, 0, 0]",240,136,0.3721125766259296,214
19,"[0, 3, 1, 1, 1, 0]",214,101,0.3721125766259296,210
20,"[0, 3, 1, 0, 1, 0]",210,106,0.3721125766259296,963
21,"[3, 3, 0, 0, 1, 1]",963,142,0.25715076500769896,210
22,"[0, 3, 1, 0, 1, 0]",210,105,0.3721125766259296,973
23,"[3, 3, 0, 3, 0, 1]",973,35,0.25715076500769896,771
24,"[3, 0, 0, 0, 1, 1]",771,105,0.25715076500769896,218
25,"[0, 3, 1, 2, 1, 0]",218,65,0.3721125766259296,354
26,"[1, 1, 2, 0, 1, 0]",354,46,0.3721125766259296,969
27,"[3, 3, 0, 2, 0, 1]",969,39,0.25715076500769896,250
28,"[0, 3, 3, 2, 1, 0]",250,39,0.28941108632945506,178
29,"[0, 2, 3, 0, 1, 0]",178,50,0.3721125766259296,244
30,"[0, 3, 3, 1, 0, 0]",244,11,0.3721125766259296,40
31,"[0, 0, 2, 2, 0, 0]",40,39,0.3721125766259296,212
32,"[0, 3, 1, 1, 0, 0]",212,11,0.3721125766259296,971
33,"[3, 3, 0, 2, 1, 1]",971,26,0.15977928174524272,841
34,"[3, 1, 0, 2, 0, 1]",841,23,0.16384261445511578,837
35,"[3, 1, 0, 1, 0, 1]",837,35,0.25715076500769896,769
36,"[3, 0, 0, 0, 0, 1]",769,12,0.117389418510501,244
37,"[0, 3, 3, 1, 0, 0]",244,18,0.3721125766259296,164
38,"[0, 2, 2, 1, 0, 0]",164,34,0.3721125766259296,909
39,"[3, 2, 0, 3, 0, 1]",909,27,0.25715076500769896,210
40,"[0, 3, 1, 0, 1, 0]",210,133,0.3721125766259296,380
41,"[1, 1, 3, 3, 0, 0]",380,46,1.0,298
42,"[1, 0, 2, 2, 1, 0]",298,149,0.3721125766259296,338
43,"[1, 1, 1, 0, 1, 0]",338,102,0.3721125766259296,909
44,"[3, 2, 0, 3, 0, 1]",909,7,0.24151209969920903,997
45,"[3, 3, 2, 1, 0, 1]",997,54,0.25715076500769896,781
46,"[3, 0, 0, 3, 0, 1]",781,75,0.25715076500769896,340
47,"[1, 1, 1, 1, 0, 0]",340,24,0.3721125766259296,837
48,"[3, 1, 0, 1, 0, 1]",837,33,0.25715076500769896,971
49,"[3, 3, 0, 2, 1, 1]",971,38,0.25715076500769896,925
50,"[3, 2, 1, 3, 0, 1]",925,39,0.25715076500769896,446
51,"[1, 2, 3, 3, 1, 0]",446,102,0.3721125766259296,298
52,"[1, 0, 2, 2, 1, 0]",298,31,0.3721125766259296,274
53,"[1, 0, 1, 0, 1, 0]",274,98,0.3721125766259296,274
54,"[1, 0, 1, 0, 1, 0]",274,101,0.3721125766259296,274
55,"[1, 0, 1, 0, 1, 0]",274,104,0.3721125766259296,797
56,"[3, 0, 1, 3, 0, 1]",797,113,0.25715076500769896,316
57,"[1, 0, 3, 3, 0, 0]",316,99,0.3721125766259296,510
58,"[1, 3, 3, 3, 1, 0]",510,56,0.3721125766259296,296
59,"[1, 0, 2, 2, 0, 0]",296,114,0.3721125766259296,963
60,"[3, 3, 0, 0, 1, 1]",963,8,0.11660758815961424,284
61,"[1, 0, 1, 3, 0, 0]",284,55,0.3721125766259296,294
62,"[1, 0, 2, 1, 1, 0]",294,29,0.3721125766259296,34
63,"[0, 0, 2, 0, 1, 0]",34,76,0.3721125766259296,44
64,"[0, 0, 2, 3, 0, 0]",44,62,0.8280093995093674,903
65,"[3, 2, 0, 1, 1, 1]",903,39,0.25715076500769896,845
66,"[3, 1, 0, 3, 0, 1]",845,44,0.7402918605421124,909
67,"[3, 2, 0, 3, 0, 1]",909,130,0.25715076500769896,184
68,"[0, 2, 3, 2, 0, 0]",184,69,0.3782693294377538,909
69,"[3, 2, 0, 3, 0, 1]",909,26,0.225794250092196,787
70,"[3, 0, 1, 0, 1, 1]",787,96,0.25715076500769896,899
71,"[3, 2, 0, 0, 1, 1]",899,104,0.25715076500769896,787
72,"[3, 0, 1, 0, 1, 1]",787,105,0.25715076500769896,775
73,"[3, 0, 0, 1, 1, 1]",775,3,0.25715076500769896,843
74,"[3, 1, 0, 2, 1, 1]",843,22,0.15495914119929657,771
75,"[3, 0, 0, 0, 1, 1]",771,12,0.25715076500769896,835
76,"[3, 1, 0, 0, 1, 1]",835,48,0.25715076500769896,60
77,"[0, 0, 3, 3, 0, 0]",60,149,0.3721125766259296,875
78,"[3, 1, 2, 2, 1, 1]",875,20,0.25715076500769896,38
79,"[0, 0, 2, 1, 1, 0]",38,33,0.3721125766259296,899
80,"[3, 2, 0, 0, 1, 1]",899,75,0.25715076500769896,899
81,"[3, 2, 0, 0, 1, 1]",899,50,0.25715076500769896,20
82,"[0, 0, 1, 1, 0, 0]",20,110,0.3721125766259296,20
83,"[0, 0, 1, 1, 0, 0]",20,102,0.3721125766259296,24
84,"[0, 0, 1, 2, 0, 0]",24,105,0.3721125766259296,853
85,"[3, 1, 1, 1, 0, 1]",853,114,0.25715076500769896,112
86,"[0, 1, 3, 0, 0, 0]",112,148,0.3721125766259296,98
87,"[0, 1, 2, 0, 1, 0]",98,54,0.3721125766259296,254
88,"[0, 3, 3, 3, 1, 0]",254,120,0.3721125766259296,901
89,"[3, 2, 0, 1, 0, 1]",901,15,0.12205644268984385,837
90,"[3, 1, 0, 1, 0, 1]",837,43,0.1452350315761118,787
91,"[3, 0, 1, 0, 1, 1]",787,15,0.25715076500769896,841
92,"[3, 1, 0, 2, 0, 1]",841,45,0.24151209969862836,274
93,"[1, 0, 1, 0, 1, 0]",274,47,0.3721125766259296,274
94,"[1, 0, 1, 0, 1, 0]",274,154,0.3721125766259296,845
95,"[3, 1, 0, 3, 0, 1]",845,43,0.25715076500769896,769
96,"[3, 0, 0, 0, 0, 1]",769,105,0.25715076500769896,769
97,"[3, 0, 0, 0, 0, 1]",769,85,0.11618843628230666,771
98,"[3, 0, 0, 0, 1, 1]",771,104,0.25715076500769896,837
99,"[3, 1, 0, 1, 0, 1]",837,57,0.25715076500769896,845
100,"[3, 1, 0, 3, 0, 1]",845,71,0.25715076500769896,985
101,"[3, 3, 1, 2, 0, 1]",985,9,0.12686490451726956,983
102,"[3, 3, 1, 1, 1, 1]",983,15,0.25715076500769896,308
103,"[1, 0, 3, 1, 0, 0]",308,54,0.26216681367833644,312
104,"[1, 0, 3, 2, 0, 0]",312,99,0.3392366695818009,306
105,"[1, 0, 3, 0, 1, 0]",306,80,0.3721125766259296,370
106,"[1, 1, 3, 0, 1, 0]",370,33,0.3721125766259296,1001
107,"[3, 3, 2, 2, 0, 1]",1001,24,0.19331069423891492,506
108,"[1, 3, 3, 2, 1, 0]",506,95,0.3721125766259296,506
109,"[1, 3, 3, 2, 1, 0]",506,130,0.3721125766259296,278
110,"[1, 0, 1, 1, 1, 0]",278,44,0.3721125766259296,773
111,"[3, 0, 0, 1, 0, 1]",773,32,0.25715076500769896,286
112,"[1, 0, 1, 3, 1, 0]",286,2,0.18881684884819286,302
113,"[1, 0, 2, 3, 1, 0]",302,35,0.3721125766259296,927
114,"[3, 2, 1, 3, 1, 1]",927,23,0.25715076500769896,286
115,"[1, 0, 1, 3, 1, 0]",286,62,0.3721125766259296,426
116,"[1, 2, 2, 2, 1, 0]",426,44,0.3721125766259296,835
117,"[3, 1, 0, 0, 1, 1]",835,30,0.25715076500769896,304
118,"[1, 0, 3, 0, 0, 0]",304,126,0.3721125766259296,306
119,"[1, 0, 3, 0, 1, 0]",306,145,0.3721125766259296,430
120,"[1, 2, 2, 3, 1, 0]",430,65,0.3721125766259296,494
121,"[1, 3, 2, 3, 1, 0]",494,62,0.3721125766259296,318
122,"[1, 0, 3, 3, 1, 0]",318,33,0.3721125766259296,318
123,"[1, 0, 3, 3, 1, 0]",318,11,0.3721125766259296,314
124,"[1, 0, 3, 2, 1, 0]",314,152,0.3721125766259296,847
125,"[3, 1, 0, 3, 1, 1]",847,68,0.25715076500769896,314
126,"[1, 0, 3, 2, 1, 0]",314,45,0.3721125766259296,314
127,"[1, 0, 3, 2, 1, 0]",314,27,0.3721125766259296,847
128,"[3, 1, 0, 3, 1, 1]",847,9,0.22050257405793622,378
129,"[1, 1, 3, 2, 1, 0]",378,27,0.25147867594598006,314
130,"[1, 0, 3, 2, 1, 0]",314,29,0.3721125766259296,314
131,"[1, 0, 3, 2, 1, 0]",314,111,0.3721125766259296,506
132,"[1, 3, 3, 2, 1, 0]",506,110,0.3721125766259296,494
133,"[1, 3, 2, 3, 1, 0]",494,75,0.3721125766259296,274
134,"[1, 0, 1, 0, 1, 0]",274,53,0.3721125766259296,282
135,"[1, 0, 1, 2, 1, 0]",282,44,0.3721125766259296,833
136,"[3, 1, 0, 0, 0, 1]",833,13,0.25715076500769896,272
137,"[1, 0, 1, 0, 0, 0]",272,32,0.23203255241291593,274
138,"[1, 0, 1, 0, 1, 0]",274,29,0.3721125766259296,372
139,"[1, 1, 3, 1, 0, 0]",372,42,0.3721125766259296,899
140,"[3, 2, 0, 0, 1, 1]",899,104,0.25715076500769896,370
141,"[1, 1, 3, 0, 1, 0]",370,44,0.3721125766259296,987
142,"[3, 3, 1, 2, 1, 1]",987,60,0.18492784111551663,506
143,"[1, 3, 3, 2, 1, 0]",506,96,0.3721125766259296,771
144,"[3, 0, 0, 0, 1, 1]",771,63,0.25715076500769896,310
145,"[1, 0, 3, 1, 1, 0]",310,114,0.3721125766259296,426
146,"[1, 2, 2, 2, 1, 0]",426,51,0.3721125766259296,426
147,"[1, 2, 2, 2, 1, 0]",426,86,0.3721125766259296,374
148,"[1, 1, 3, 1, 1, 0]",374,75,0.26007110039748577,939
149,"[3, 2, 2, 2, 1, 1]",939,33,0.19932958278156487,867
150,"[3, 1, 2, 0, 1, 1]",867,33,0.11876198141233632,1003
151,"[3, 3, 2, 2, 1, 1]",1003,70,0.1975021208006565,282
152,"[1, 0, 1, 2, 1, 0]",282,78,0.3721125766259296,1007
153,"[3, 3, 2, 3, 1, 1]",1007,42,1.0,506
154,"[1, 3, 3, 2, 1, 0]",506,130,0.3721125766259296,446
155,"[1, 2, 3, 3, 1, 0]",446,68,0.3721125766259296,344
156,"[1, 1, 1, 2, 0, 0]",344,1,0.22402483196678236,346
157,"[1, 1, 1, 2, 1, 0]",346,44,0.3721125766259296,310
158,"[1, 0, 3, 1, 1, 0]",310,143,0.3721125766259296,498
159,"[1, 3, 3, 0, 1, 0]",498,149,0.3721125766259296,999
160,"[3, 3, 2, 1, 1, 1]",999,125,0.25715076500769896,278
161,"[1, 0, 1, 1, 1, 0]",278,68,0.3721125766259296,787
162,"[3, 0, 1, 0, 1, 1]",787,24,0.11975115808090066,338
163,"[1, 1, 1, 0, 1, 0]",338,107,0.3721125766259296,506
164,"[1, 3, 3, 2, 1, 0]",506,102,0.3721125766259296,482
165,"[1, 3, 2, 0, 1, 0]",482,145,0.3721125766259296,490
166,"[1, 3, 2, 2, 1, 0]",490,53,0.3715630469390048,338
167,"[1, 1, 1, 0, 1, 0]",338,103,0.3721125766259296,508
168,"[1, 3, 3, 3, 0, 0]",508,1,0.3721125766259296,510
169,"[1, 3, 3, 3, 1, 0]",510,54,0.7546594346793697,833
170,"[3, 1, 0, 0, 0, 1]",833,104,0.25715076500769896,1003
171,"[3, 3, 2, 2, 1, 1]",1003,65,0.24151209969861345,1007
172,"[3, 3, 2, 3, 1, 1]",1007,82,0.5505878943591267,338
173,"[1, 1, 1, 0, 1, 0]",338,107,0.3721125766259296,338
174,"[1, 1, 1, 0, 1, 0]",338,107,0.3721125766259296,352
175,"[1, 1, 2, 0, 0, 0]",352,71,0.3721125766259296,154
176,"[0, 2, 1, 2, 1, 0]",154,68,0.3721125766259296,899
177,"[3, 2, 0, 0, 1, 1]",899,105,0.25715076500769896,176
178,"[0, 2, 3, 0, 0, 0]",176,87,0.3721125766259296,913
179,"[3, 2, 1, 0, 0, 1]",913,74,0.25715076500769896,254
180,"[0, 3, 3, 3, 1, 0]",254,67,1.0,801
181,"[3, 0, 2, 0, 0, 1]",801,104,0.25715076500769896,154
182,"[0, 2, 1, 2, 1, 0]",154,45,0.3721125766259296,240
183,"[0, 3, 3, 0, 0, 0]",240,44,0.3721125766259296,48
184,"[0, 0, 3, 0, 0, 0]",48,54,0.23404799987511513,240
185,"[0, 3, 3, 0, 0, 0]",240,25,0.3721125766259296,240
186,"[0, 3, 3, 0, 0, 0]",240,102,0.3721125766259296,240
187,"[0, 3, 3, 0, 0, 0]",240,36,0.3721125766259296,62
188,"[0, 0, 3, 3, 1, 0]",62,27,0.3721125766259296,859
189,"[3, 1, 1, 2, 1, 1]",859,21,0.13358286573454206,154
190,"[0, 2, 1, 2, 1, 0]",154,33,0.3721125766259296,987
191,"[3, 3, 1, 2, 1, 1]",987,42,0.25715076500769896,62
192,"[0, 0, 3, 3, 1, 0]",62,50,0.3721125766259296,146
193,"[0, 2, 1, 0, 1, 0]",146,65,0.3721125766259296,146
194,"[0, 2, 1, 0, 1, 0]",146,104,0.3721125766259296,871
195,"[3, 1, 2, 1, 1, 1]",871,109,0.17078177646972753,845
196,"[3, 1, 0, 3, 0, 1]",845,53,0.37249417975204246,859
197,"[3, 1, 1, 2, 1, 1]",859,42,0.15558785518352647,116
198,"[0, 1, 3, 1, 0, 0]",116,63,0.24908537137923992,82
199,"[0, 1, 1, 0, 1, 0]",82,105,0.3721125766259296,126
200,"[0, 1, 3, 3, 1, 0]",126,33,0.3721125766259296,851
201,"[3, 1, 1, 0, 1, 1]",851,74,0.25715076500769896,939
202,"[3, 2, 2, 2, 1, 1]",939,53,0.2163635403283455,983
203,"[3, 3, 1, 1, 1, 1]",983,32,0.25715076500769896,216
204,"[0, 3, 1, 2, 0, 0]",216,6,0.3721125766259296,250
205,"[0, 3, 3, 2, 1, 0]",250,24,0.2632827810004032,118
206,"[0, 1, 3, 1, 1, 0]",118,30,0.3721125766259296,250
207,"[0, 3, 3, 2, 1, 0]",250,78,0.3721125766259296,50
208,"[0, 0, 3, 0, 1, 0]",50,32,0.23638954032381487,771
209,"[3, 0, 0, 0, 1, 1]",771,57,0.25715076500769896,126
210,"[0, 1, 3, 3, 1, 0]",126,20,0.3721125766259296,210
211,"[0, 3, 1, 0, 1, 0]",210,59,0.2318627996371666,240
212,"[0, 3, 3, 0, 0, 0]",240,33,0.3721125766259296,248
213,"[0, 3, 3, 2, 0, 0]",248,104,0.3721125766259296,244
214,"[0, 3, 3, 1, 0, 0]",244,57,0.3721125766259296,50
215,"[0, 0, 3, 0, 1, 0]",50,26,0.3721125766259296,178
216,"[0, 2, 3, 0, 1, 0]",178,57,0.3721125766259296,248
217,"[0, 3, 3, 2, 0, 0]",248,0,0.3721125766259296,240
218,"[0, 3, 3, 0, 0, 0]",240,32,0.3721125766259296,969
219,"[3, 3, 0, 2, 0, 1]",969,13,0.25715076500769896,252
220,"[0, 3, 3, 3, 0, 0]",252,39,0.3721125766259296,254
221,"[0, 3, 3, 3, 1, 0]",254,20,0.3721125766259296,799
222,"[3, 0, 1, 3, 1, 1]",799,12,0.25715076500769896,979
223,"[3, 3, 1, 0, 1, 1]",979,54,0.25715076500769896,186
224,"[0, 2, 3, 2, 1, 0]",186,6,0.3721125766259296,210
225,"[0, 3, 1, 0, 1, 0]",210,48,0.3721125766259296,230
226,"[0, 3, 2, 1, 1, 0]",230,9,0.2349225410272119,246
227,"[0, 3, 3, 1, 1, 0]",246,29,0.3721125766259296,182
228,"[0, 2, 3, 1, 1, 0]",182,19,0.3721125766259296,246
229,"[0, 3, 3, 1, 1, 0]",246,24,0.24749682071234586,182
230,"[0, 2, 3, 1, 1, 0]",182,11,0.3721125766259296,246
231,"[0, 3, 3, 1, 1, 0]",246,40,0.3721125766259296,925
232,"[3, 2, 1, 3, 0, 1]",925,21,0.6464155178235443,979
233,"[3, 3, 1, 0, 1, 1]",979,42,0.11656567389399897,210
234,"[0, 3, 1, 0, 1, 0]",210,105,0.3721125766259296,176
235,"[0, 2, 3, 0, 0, 0]",176,35,0.3721125766259296,963
236,"[3, 3, 0, 0, 1, 1]",963,104,0.25715076500769896,218
237,"[0, 3, 1, 2, 1, 0]",218,63,0.3721125766259296,230
238,"[0, 3, 2, 1, 1, 0]",230,99,0.3721125766259296,797
239,"[3, 0, 1, 3, 0, 1]",797,42,1.0,222
240,"[0, 3, 1, 3, 1, 0]",222,105,0.3721125766259296,971
241,"[3, 3, 0, 2, 1, 1]",971,38,0.25715076500769896,863
242,"[3, 1, 1, 3, 1, 1]",863,39,0.25715076500769896,242
243,"[0, 3, 3, 0, 1, 0]",242,39,0.3721125766259296,216
244,"[0, 3, 1, 2, 0, 0]",216,9,0.3721125766259296,224
245,"[0, 3, 2, 0, 0, 0]",224,65,0.3721125766259296,923
246,"[3, 2, 1, 2, 1, 1]",923,6,0.25715076500769896,242
247,"[0, 3, 3, 0, 1, 0]",242,82,0.23352637683950933,186
248,"[0, 2, 3, 2, 1, 0]",186,0,0.3721125766259296,178
249,"[0, 2, 3, 0, 1, 0]",178,38,0.23656117924151696,58
250,"[0, 0, 3, 2, 1, 0]",58,15,0.3721125766259296,166
251,"[0, 2, 2, 1, 1, 0]",166,5,0.23073111446550457,58
252,"[0, 0, 3, 2, 1, 0]",58,3,0.3721125766259296,250
253,"[0, 3, 3, 2, 1, 0]",250,78,0.3721125766259296,250
254,"[0, 3, 3, 2, 1, 0]",250,20,0.3721125766259296,897
255,"[3, 2, 0, 0, 0, 1]",897,32,0.25715076500769896,226
256,"[0, 3, 2, 0, 1, 0]",226,69,0.23209332809806063,188
257,"[0, 2, 3, 3, 0, 0]",188,87,0.3721125766259296,122
258,"[0, 1, 3, 2, 1, 0]",122,1,0.3721125766259296,903
259,"[3, 2, 0, 1, 1, 1]",903,29,0.25715076500769896,252
260,"[0, 3, 3, 3, 0, 0]",252,56,0.3721125766259296,897
261,"[3, 2, 0, 0, 0, 1]",897,105,0.25715076500769896,897
262,"[3, 2, 0, 0, 0, 1]",897,105,0.25715076500769896,50
263,"[0, 0, 3, 0, 1, 0]",50,102,0.3721125766259296,162
264,"[0, 2, 2, 0, 1, 0]",162,42,0.23471296969912983,146
265,"[0, 2, 1, 0, 1, 0]",146,56,0.3721125766259296,98
266,"[0, 1, 2, 0, 1, 0]",98,85,0.3721125766259296,963
267,"[3, 3, 0, 0, 1, 1]",963,104,0.25715076500769896,152
268,"[0, 2, 1, 2, 0, 0]",152,24,0.3721125766259296,108
269,"[0, 1, 2, 3, 0, 0]",108,9,0.2600711003975186,909
270,"[3, 2, 0, 3, 0, 1]",909,15,0.25715076500769896,899
271,"[3, 2, 0, 0, 1, 1]",899,105,0.25715076500769896,871
272,"[3, 1, 2, 1, 1, 1]",871,54,0.25715076500769896,843
273,"[3, 1, 0, 2, 1, 1]",843,50,0.25715076500769896,246
274,"[0, 3, 3, 1, 1, 0]",246,4,0.23031197180933743,250
275,"[0, 3, 3, 2, 1, 0]",250,20,0.3721125766259296,841
276,"[3, 1, 0, 2, 0, 1]",841,2,0.11407806222961536,240
277,"[0, 3, 3, 0, 0, 0]",240,135,0.3721125766259296,839
278,"[3, 1, 0, 1, 1, 1]",839,0,0.11157787628556656,146
279,"[0, 2, 1, 0, 1, 0]",146,105,0.3721125766259296,96
280,"[0, 1, 2, 0, 0, 0]",96,56,0.3721125766259296,901
281,"[3, 2, 0, 1, 0, 1]",901,39,0.25715076500769896,1007
282,"[3, 3, 2, 3, 1, 1]",1007,12,0.16103670971372933,126
283,"[0, 1, 3, 3, 1, 0]",126,133,0.3721125766259296,246
284,"[0, 3, 3, 1, 1, 0]",246,32,0.24833510602468614,252
285,"[0, 3, 3, 3, 0, 0]",252,14,0.30617679257630825,126
286,"[0, 1, 3, 3, 1, 0]",126,120,0.3721125766259296,815
287,"[3, 0, 2, 3, 1, 1]",815,32,0.22893782001347948,254
288,"[0, 3, 3, 3, 1, 0]",254,29,0.3721125766259296,903
289,"[3, 2, 0, 1, 1, 1]",903,75,0.25715076500769896,927
290,"[3, 2, 1, 3, 1, 1]",927,12,0.25715076500769896,230
291,"[0, 3, 2, 1, 1, 0]",230,27,0.24170426920406712,210
292,"[0, 3, 1, 0, 1, 0]",210,63,0.3721125766259296,210
293,"[0, 3, 1, 0, 1, 0]",210,65,0.23351003027591916,234
294,"[0, 3, 2, 2, 1, 0]",234,104,0.3721125766259296,250
295,"[0, 3, 3, 2, 1, 0]",250,26,0.3721125766259296,909
296,"[3, 2, 0, 3, 0, 1]",909,12,0.25715076500769896,210
297,"[0, 3, 1, 0, 1, 0]",210,104,0.3721125766259296,975
298,"[3, 3, 0, 3, 1, 1]",975,6,0.25715076500769896,18
299,"[0, 0, 1, 0, 1, 0]",18,114,0.3721125766259296,845
300,"[3, 1, 0, 3, 0, 1]",845,18,0.25715076500769896,899
301,"[3, 2, 0, 0, 1, 1]",899,105,0.25715076500769896,781
302,"[3, 0, 0, 3, 0, 1]",781,74,1.0,899
303,"[3, 2, 0, 0, 1, 1]",899,105,0.25715076500769896,144
304,"[0, 2, 1, 0, 0, 0]",144,104,0.3721125766259296,909
305,"[3, 2, 0, 3, 0, 1]",909,24,0.25715076500769896,899
306,"[3, 2, 0, 0, 1, 1]",899,48,0.25715076500769896,791
307,"[3, 0, 1, 1, 1, 1]",791,5,0.25715076500769896,907
308,"[3, 2, 0, 2, 1, 1]",907,8,0.25715076500769896,174
309,"[0, 2, 2, 3, 1, 0]",174,54,0.3721125766259296,240
310,"[0, 3, 3, 0, 0, 0]",240,145,0.3721125766259296,146
311,"[0, 2, 1, 0, 1, 0]",146,103,0.3721125766259296,210
312,"[0, 3, 1, 0, 1, 0]",210,30,0.2359703976676447,963
313,"[3, 3, 0, 0, 1, 1]",963,105,0.25715076500769896,847
314,"[3, 1, 0, 3, 1, 1]",847,3,0.25715076500769896,775
315,"[3, 0, 0, 1, 1, 1]",775,55,0.25715076500769896,845
316,"[3, 1, 0, 3, 0, 1]",845,18,0.7968761191256112,905
317,"[3, 2, 0, 2, 0, 1]",905,3,0.11157787628557249,124
318,"[0, 1, 3, 3, 0, 0]",124,123,0.3721125766259296,915
319,"[3, 2, 1, 0, 1, 1]",915,12,0.25715076500769896,148
320,"[0, 2, 1, 1, 0, 0]",148,5,0.3721125766259296,841
321,"[3, 1, 0, 2, 0, 1]",841,17,0.1305387360001208,859
322,"[3, 1, 1, 2, 1, 1]",859,6,0.25715076500769896,853
323,"[3, 1, 1, 1, 0, 1]",853,14,0.25715076500769896,851
324,"[3, 1, 1, 0, 1, 1]",851,0,0.25715076500769896,775
325,"[3, 0, 0, 1, 1, 1]",775,17,0.25715076500769896,845
326,"[3, 1, 0, 3, 0, 1]",845,62,0.8748998580372009,781
327,"[3, 0, 0, 3, 0, 1]",781,84,0.25715076500769896,841
328,"[3, 1, 0, 2, 0, 1]",841,57,0.25715076500769896,240
329,"[0, 3, 3, 0, 0, 0]",240,120,0.3721125766259296,240
330,"[0, 3, 3, 0, 0, 0]",240,151,0.3721125766259296,973
331,"[3, 3, 0, 3, 0, 1]",973,12,0.4510834277839807,911
332,"[3, 2, 0, 3, 1, 1]",911,6,0.25715076500769896,943
333,"[3, 2, 2, 3, 1, 1]",943,23,0.25715076500769896,52
334,"[0, 0, 3, 1, 0, 0]",52,36,0.24372453680681166,52
335,"[0, 0, 3, 1, 0, 0]",52,39,0.2454011074314922,112
336,"[0, 1, 3, 0, 0, 0]",112,41,0.23676676871436889,971
337,"[3, 3, 0, 2, 1, 1]",971,1,0.10738644972387111,50
338,"[0, 0, 3, 0, 1, 0]",50,21,0.3721125766259296,82
339,"[0, 1, 1, 0, 1, 0]",82,107,0.3721125766259296,82
340,"[0, 1, 1, 0, 1, 0]",82,107,0.3721125766259296,90
341,"[0, 1, 1, 2, 1, 0]",90,44,0.3721125766259296,234
342,"[0, 3, 2, 2, 1, 0]",234,13,0.3721125766259296,845
343,"[3, 1, 0, 3, 0, 1]",845,18,0.3072696468176969,94
344,"[0, 1, 1, 3, 1, 0]",94,44,0.3721125766259296,909
345,"[3, 2, 0, 3, 0, 1]",909,12,0.22424342226429855,907
346,"[3, 2, 0, 2, 1, 1]",907,3,0.25715076500769896,154
347,"[0, 2, 1, 2, 1, 0]",154,29,0.3721125766259296,903
348,"[3, 2, 0, 1, 1, 1]",903,35,0.12581495241505697,911
349,"[3, 2, 0, 3, 1, 1]",911,14,0.25715076500769896,222
350,"[0, 3, 1, 3, 1, 0]",222,48,0.3721125766259296,855
351,"[3, 1, 1, 1, 1, 1]",855,29,0.1314871524536854,855
352,"[3, 1, 1, 1, 1, 1]",855,29,0.25715076500769896,96
353,"[0, 1, 2, 0, 0, 0]",96,45,0.3721125766259296,102
354,"[0, 1, 2, 1, 1, 0]",102,9,0.3721125766259296,246
355,"[0, 3, 3, 1, 1, 0]",246,65,0.2684539535209064,909
356,"[3, 2, 0, 3, 0, 1]",909,12,0.1493007153409446,96
357,"[0, 1, 2, 0, 0, 0]",96,98,0.3721125766259296,855
358,"[3, 1, 1, 1, 1, 1]",855,11,0.25715076500769896,855
359,"[3, 1, 1, 1, 1, 1]",855,149,0.25715076500769896,855
360,"[3, 1, 1, 1, 1, 1]",855,32,0.13274458042220474,98
361,"[0, 1, 2, 0, 1, 0]",98,81,0.3721125766259296,98
362,"[0, 1, 2, 0, 1, 0]",98,145,0.3721125766259296,839
363,"[3, 1, 0, 1, 1, 1]",839,57,0.25715076500769896,250
364,"[0, 3, 3, 2, 1, 0]",250,68,0.3721125766259296,122
365,"[0, 1, 3, 2, 1, 0]",122,33,0.3721125766259296,146
366,"[0, 2, 1, 0, 1, 0]",146,107,0.3721125766259296,58
367,"[0, 0, 3, 2, 1, 0]",58,15,0.3721125766259296,108
368,"[0, 1, 2, 3, 0, 0]",108,20,0.3721125766259296,845
369,"[3, 1, 0, 3, 0, 1]",845,31,0.25715076500769896,178
370,"[0, 2, 3, 0, 1, 0]",178,77,0.24506579330655726,839
371,"[3, 1, 0, 1, 1, 1]",839,32,0.25715076500769896,50
372,"[0, 0, 3, 0, 1, 0]",50,81,0.3721125766259296,901
373,"[3, 2, 0, 1, 0, 1]",901,12,0.25715076500769896,54
374,"[0, 0, 3, 1, 1, 0]",54,19,0.3721125766259296,999
375,"[3, 3, 2, 1, 1, 1]",999,32,0.13454689384373428,244
376,"[0, 3, 3, 1, 0, 0]",244,8,0.23198854243401798,963
377,"[3, 3, 0, 0, 1, 1]",963,75,0.25715076500769896,775
