,dealerHitRate,mlHitRate,MLWinShare,mlDistToCoverMean,mlDistToCoverStd,dealerDistToCoverMean,meanMLProfit,meanDealerProfit,meanRLReward,dealerD2TargetMean,MLD2TargetMean,MLD2TargetStd,meanMLSharpeRatio,MLSharpeRatioHitrate,meanDealerSharpeRatio,DealerSharpeRatioHitrate,DealerNetInventoryDiff,MLNetInventoryDiff
0,24.36,25.35,28.911356452054584,1.53,1.8652688930543,1.4,54.6,72.4,0.9835687773267306,2.44,2.03,2.0159774617824864,0.17,357.32,0.08,167.66,-91551625.08999991,-352558244.8100002
1,24.36,37.23,44.34857886392637,1.51,1.784150745927993,1.4,58.6,72.4,0.981237272376235,2.44,2.43,3.012461973520046,0.24,396.03,0.08,167.66,-91551625.08999991,-229401979.70000005
2,24.36,39.01,42.96928127684768,1.63,1.8917743666794977,1.4,57.5,72.4,0.9827049161386129,2.44,2.36,3.080859566934213,0.22,371.6,0.08,167.66,-91551625.08999991,-535528899.01
3,24.36,35.84,41.678758480261926,1.52,1.8149490124935184,1.4,55.5,72.4,0.9847074208910874,2.44,2.07,2.091293949016759,0.2,341.26,0.08,167.66,-91551625.08999991,-431763407.71000004
4,24.36,25.94,28.088024443719757,1.55,1.8311244425126372,1.4,42.6,72.4,0.9796561683168281,2.44,2.43,2.9684930748833582,0.16,318.63,0.08,167.66,-91551625.08999991,-805112299.35
5,24.36,28.91,32.4876334117862,1.53,1.8736474095497402,1.4,52.2,72.4,0.9776619502970274,2.44,2.67,2.9631323712954236,0.18,344.87,0.08,167.66,-91551625.08999991,-312348785.15
6,24.36,27.92,32.37441618413153,1.5,1.8329702228996299,1.4,51.1,72.4,0.9757759998019792,2.44,2.84,3.310721847455742,0.18,364.81,0.08,167.66,-91551625.08999991,-590907758.8499999
7,24.36,30.5,39.577963171350554,1.47,1.8465317119325908,1.4,59.6,72.4,0.9774112923762368,2.44,2.7,3.1097187085316813,0.2,382.88,0.08,167.66,-91551625.08999991,-667843182.68
8,24.36,36.44,44.5962434084354,1.52,1.847843422161395,1.4,49.6,72.4,0.9854594703960388,2.44,2.0,1.9866308596685207,0.24,438.78,0.08,167.66,-91551625.08999991,-539949440.1599998
9,24.36,35.25,40.5497241359447,1.51,1.8177789532753372,1.4,60.4,72.4,0.9873080743564339,2.44,1.8,1.887588236535451,0.21,357.48,0.08,167.66,-91551625.08999991,-505214346.67999995
10,24.36,37.43,46.45527965762813,1.52,1.8321936252683357,1.4,47.6,72.4,0.9865715496039599,2.44,1.91,2.0051165423616006,0.24,431.36,0.08,167.66,-91551625.08999991,-597859064.8
11,24.36,31.88,34.85425901935862,1.56,1.7920837614830518,1.4,45.2,72.4,0.9763047423762369,2.44,2.87,3.2828647493931244,0.2,364.15,0.08,167.66,-91551625.08999991,-231810486.13
12,24.36,28.32,39.04721789151907,1.41,1.7089727285946155,1.4,52.2,72.4,0.974997797128712,2.44,2.9,3.2145571038390433,0.18,362.83,0.08,167.66,-91551625.08999991,-882223475.3400002
13,24.36,36.44,44.5962434084354,1.52,1.847843422161395,1.4,49.6,72.4,0.9854594703960388,2.44,2.0,1.9866308596685207,0.24,438.78,0.08,167.66,-91551625.08999991,-539949440.1599998
14,24.36,35.64,43.4314262695622,1.51,1.8050507836210106,1.4,60.4,72.4,0.9860682129702956,2.44,1.93,1.9140957518004247,0.19,322.76,0.08,167.66,-91551625.08999991,-446407962.22
15,24.36,37.82,48.93153364881372,1.65,1.8329263259070565,1.4,49.6,72.4,0.9822282030693053,2.44,2.4,2.9934365237957588,0.18,303.83,0.08,167.66,-91551625.08999991,-741377808.4499998
16,24.36,27.33,38.57719925873668,1.45,1.8156551757806485,1.4,58.7,72.4,0.9789624208910875,2.44,2.5,2.4794764895528196,0.18,348.32,0.08,167.66,-91551625.08999991,-631345248.4599999
17,24.36,27.13,29.36954223014713,1.49,1.7754196565292812,1.4,51.4,72.4,0.9797441735643552,2.44,2.43,2.4467799056785844,0.17,321.93,0.08,167.66,-91551625.08999991,-451920204.5200002
18,24.36,32.87,39.26742859917355,1.45,1.7677456519467918,1.4,57.4,72.4,0.9848018664356424,2.44,1.99,1.9272804040319083,0.2,357.95,0.08,167.66,-91551625.08999991,-472654738.24
19,24.36,28.32,31.813499135453384,1.56,1.8328148283506274,1.4,52.0,72.4,0.9844314606930665,2.44,2.0,1.9258233387223873,0.18,363.37,0.08,167.66,-91551625.08999991,-211707266.74
