,State,State_index,Action,Reward,Next_State
297,"[0, 2, 2, 0, 2, 7, 1, 1]",5215,48,0.0,10319
298,"[1, 1, 0, 0, 2, 3, 1, 1]",10319,55,0.0,6194
299,"[0, 3, 0, 0, 1, 4, 1, 0]",6194,36,0.0,6696
300,"[0, 3, 1, 0, 1, 2, 0, 0]",6696,42,0.0,4669
301,"[0, 2, 1, 0, 1, 7, 0, 1]",4669,40,0.01099999999999568,17936
302,"[2, 0, 3, 0, 0, 4, 0, 0]",17936,53,0.0,14890
303,"[1, 3, 1, 0, 1, 2, 1, 0]",14890,61,0.0,19474
304,"[2, 1, 2, 0, 0, 4, 1, 0]",19474,45,0.015999999999991132,1143
305,"[0, 0, 2, 0, 3, 5, 1, 1]",1143,42,0.0,9738
306,"[1, 0, 3, 0, 0, 2, 1, 0]",9738,31,0.0,6237
307,"[0, 3, 0, 0, 2, 7, 0, 1]",6237,43,0.0,4843
308,"[0, 2, 1, 1, 3, 2, 1, 1]",4843,44,0.0,15882
309,"[1, 3, 3, 0, 0, 2, 1, 0]",15882,78,0.0,11784
310,"[1, 1, 3, 0, 0, 2, 0, 0]",11784,94,0.0,21107
311,"[2, 2, 1, 0, 3, 4, 1, 1]",21107,46,0.016999999999995907,6696
312,"[0, 3, 1, 0, 1, 2, 0, 0]",6696,51,0.0,13033
313,"[1, 2, 1, 1, 3, 2, 0, 1]",13033,69,0.0,3191
314,"[0, 1, 2, 0, 3, 5, 1, 1]",3191,51,0.0,26705
315,"[3, 1, 0, 0, 2, 4, 0, 1]",26705,18,0.0,26343
316,"[3, 0, 3, 1, 3, 1, 1, 1]",26343,51,0.0,23078
318,"[2, 3, 1, 0, 1, 1, 1, 0]",23078,72,0.0,5180
319,"[0, 2, 2, 0, 1, 7, 0, 0]",5180,71,0.04100000000001103,16475
320,"[2, 0, 0, 0, 2, 6, 1, 1]",16475,82,0.05299999999999727,2157
321,"[0, 1, 0, 0, 3, 3, 0, 1]",2157,46,0.0,3606
322,"[0, 1, 3, 0, 0, 5, 1, 0]",3606,53,0.023000000000010346,6717
323,"[0, 3, 1, 0, 1, 7, 0, 1]",6717,40,0.01099999999999568,7176
324,"[0, 3, 2, 0, 0, 2, 0, 0]",7176,52,0.022999999999996135,24691
325,"[3, 0, 0, 0, 3, 4, 1, 1]",24691,51,0.021000000000000796,29265
326,"[3, 2, 1, 0, 2, 4, 0, 1]",29265,37,0.007999999999995566,29754
327,"[3, 2, 2, 0, 1, 6, 1, 0]",29754,73,0.0,9730
328,"[1, 0, 3, 0, 0, 0, 1, 0]",9730,149,0.0,10288
329,"[1, 1, 0, 0, 1, 4, 0, 0]",10288,13,-0.016000000000005343,4179
330,"[0, 2, 0, 0, 2, 4, 1, 1]",4179,55,0.025000000000005684,617
331,"[0, 0, 1, 0, 3, 2, 0, 1]",617,50,0.0,7708
332,"[0, 3, 3, 0, 0, 7, 0, 0]",7708,65,0.0,23056
333,"[2, 3, 1, 0, 0, 4, 0, 0]",23056,165,0.0,17936
334,"[2, 0, 3, 0, 0, 4, 0, 0]",17936,35,0.0,7246
335,"[0, 3, 2, 0, 2, 3, 1, 0]",7246,72,0.04200000000000159,15414
336,"[1, 3, 2, 0, 1, 5, 1, 0]",15414,54,0.024999999999991473,2610
337,"[0, 1, 1, 0, 1, 4, 1, 0]",2610,72,0.0,4649
338,"[0, 2, 1, 0, 1, 2, 0, 1]",4649,39,0.0,2687
339,"[0, 1, 1, 0, 3, 7, 1, 1]",2687,62,0.0,9341
340,"[1, 0, 2, 0, 3, 7, 0, 1]",9341,76,0.0,24206
341,"[2, 3, 3, 1, 0, 3, 1, 0]",24206,46,0.0,30801
342,"[3, 3, 0, 0, 2, 4, 0, 1]",30801,41,0.0,26693
343,"[3, 1, 0, 0, 2, 1, 0, 1]",26693,43,0.0,26363
344,"[3, 0, 3, 1, 3, 6, 1, 1]",26363,27,0.0,18475
345,"[2, 1, 0, 0, 1, 2, 1, 1]",18475,48,0.018000000000000682,23089
346,"[2, 3, 1, 0, 1, 4, 0, 1]",23089,54,0.0,12840
347,"[1, 2, 1, 0, 1, 2, 0, 0]",12840,40,0.0,29415
348,"[3, 2, 1, 1, 3, 1, 1, 1]",29415,80,0.0,3703
349,"[0, 1, 3, 0, 3, 5, 1, 1]",3703,72,0.04200000000000159,3179
350,"[0, 1, 2, 0, 3, 2, 1, 1]",3179,51,0.0,9738
351,"[1, 0, 3, 0, 0, 2, 1, 0]",9738,74,0.0,29233
352,"[3, 2, 1, 0, 1, 4, 0, 1]",29233,72,0.0,9738
353,"[1, 0, 3, 0, 0, 2, 1, 0]",9738,54,0.0,9449
354,"[1, 0, 2, 1, 3, 2, 0, 1]",9449,76,0.0,31802
355,"[3, 3, 2, 0, 1, 6, 1, 0]",31802,43,0.0,3082
356,"[0, 1, 2, 0, 0, 2, 1, 0]",3082,82,0.05299999999999727,28763
357,"[3, 2, 0, 0, 2, 6, 1, 1]",28763,40,0.0,18058
358,"[2, 0, 3, 1, 0, 2, 1, 0]",18058,85,0.0,7680
360,"[0, 3, 3, 0, 0, 0, 0, 0]",7680,50,0.020999999999986585,10857
