,State,State_index,Action,Reward,Reward_Terms,Next_State
1822,"[0, 1, 3, 0, 1]",29,5,0.7566899056103105,"(758242.7977055736, 85000000.0, 0.0, 0.07691253169476395)","[0, 2, 2, 1, 1]"
1823,"[0, 2, 2, 1, 1]",43,26,0.7567042010304165,"(758242.7977055736, 10000000.0, 0.0, 0.07679428140025754)","[0, 2, 2, 1, 1]"
1824,"[0, 2, 2, 1, 1]",43,20,0.780656407774614,"(758242.7977055736, 10000000.0, 0.0, 0.0764898232269966)","[1, 0, 0, 0, 0]"
1825,"[1, 0, 0, 0, 0]",64,69,0.6354133955854133,"(758242.7977055736, 2160000.0, -0.8813576049470987, 0.19874216579755227)","[1, 0, 2, 0, 0]"
1826,"[1, 0, 2, 0, 0]",72,78,0.7391428456763093,"(758242.7977055736, 2530000.0, -0.023317901928878563, 0.19874216579755227)","[0, 0, 2, 1, 1]"
1827,"[0, 0, 2, 1, 1]",11,15,0.766103747284442,"(758242.7977055736, 3329397.69, 0.0282757224966373, 0.07561821772618343)","[0, 2, 3, 1, 1]"
1828,"[0, 2, 3, 1, 1]",47,47,0.7646285641605862,"(758242.7977055736, 5000000.0, -0.21168853857425202, 0.07651234056187126)","[0, 1, 3, 1, 1]"
1829,"[0, 1, 3, 1, 1]",31,5,0.7559358554705208,"(758242.7977055736, 5000000.0, -0.006790540672305551, 0.07635941884492298)","[0, 2, 1, 1, 1]"
1830,"[0, 2, 1, 1, 1]",39,26,0.8812079669042179,"(758242.7977055736, 7000000.0, 1.0294479161675298, 0.07635941884492298)","[0, 2, 3, 1, 1]"
1831,"[0, 2, 3, 1, 1]",47,21,0.7567567720869436,"(758242.7977055736, 1000000.0, 0.0, 0.07635941884492298)","[0, 2, 1, 1, 1]"
1832,"[0, 2, 1, 1, 1]",39,30,0.7643410795381456,"(758242.7977055736, 2000000.0, 0.06273663754435804, 0.07635941884492298)","[1, 2, 3, 1, 0]"
1833,"[1, 2, 3, 1, 0]",110,26,0.6104378867883099,"(758242.7977055736, 250000.0, -1.1210550127536827, 0.172893298059227)","[0, 2, 1, 1, 1]"
1834,"[0, 2, 1, 1, 1]",39,94,0.7535632054616056,"(758242.7977055736, 7500000.0, -0.024582162069100397, 0.07819412253933283)","[1, 2, 2, 1, 0]"
1835,"[1, 2, 2, 1, 0]",106,38,0.7481468573713761,"(758242.7977055736, 4500000.0, 0.02526729831271787, 0.17284707607291713)","[0, 2, 2, 1, 1]"
1836,"[0, 2, 2, 1, 1]",43,15,0.7743238967734066,"(758242.7977055736, 2000000.0, 0.11799344948159067, 0.0780538116344948)","[1, 0, 3, 1, 0]"
1837,"[1, 0, 3, 1, 0]",78,15,0.6189357835495077,"(758242.7977055736, 270000.0, -1.0506843434839683, 0.1696335477079283)","[1, 0, 3, 1, 0]"
1838,"[1, 0, 3, 1, 0]",78,57,0.7487195203187068,"(758242.7977055736, 1140000.0, 0.026790780939561252, 0.1696335477079283)","[0, 3, 3, 1, 1]"
1839,"[0, 3, 3, 1, 1]",63,26,0.7749411621233683,"(758242.7977055736, 5500000.0, 0.0008864621457937095, 0.07915229182155431)","[1, 3, 1, 1, 0]"
1840,"[1, 3, 1, 1, 0]",118,21,0.8245721748710426,"(758242.7977055736, 5000000.0, 0.6542364015246268, 0.1696335477079283)","[1, 0, 3, 1, 0]"
1841,"[1, 0, 3, 1, 0]",78,33,0.7583471642725004,"(758242.7977055736, 2500000.0, 0.00868219752670849, 0.16750186120872507)","[1, 0, 3, 1, 0]"
1842,"[1, 0, 3, 1, 0]",78,15,0.7083620503842141,"(758242.7977055736, 285000.0, -0.3141253267320224, 0.16668498035265603)","[1, 0, 3, 1, 0]"
1843,"[1, 0, 3, 1, 0]",78,53,0.7474746712480936,"(758242.7977055736, 1230000.0, 0.013544945779287162, 0.16668498035265603)","[0, 2, 0, 1, 1]"
1844,"[0, 2, 0, 1, 1]",35,21,0.7565574737674499,"(758242.7977055736, 40000.0, 0.000987622553211501, 0.07983967410558694)","[1, 0, 1, 0, 0]"
1845,"[1, 0, 1, 0, 0]",68,38,0.805417190824779,"(758242.7977055736, 50000000.0, -1.6459087803229386, 0.20402046371736132)","[1, 1, 3, 0, 0]"
1846,"[1, 1, 3, 0, 0]",92,45,0.7468207662785099,"(758242.7977055736, 18200000.0, -0.012356590551853352, 0.14619248094798207)","[0, 0, 3, 0, 1]"
1847,"[0, 0, 3, 0, 1]",13,1,0.7563576638111759,"(758242.7977055736, 19000000.0, 0.0, 0.07966080284061382)","[0, 2, 3, 1, 1]"
1848,"[0, 2, 3, 1, 1]",47,26,0.762655296079881,"(758242.7977055736, 2000000.0, 0.0, 0.08295864295498889)","[0, 0, 2, 0, 1]"
1849,"[0, 0, 2, 0, 1]",9,24,0.755958983959476,"(758242.7977055736, 200000.0, 0.0, 0.08295864295498889)","[1, 2, 3, 0, 0]"
1850,"[1, 2, 3, 0, 0]",108,22,0.7122806199079987,"(758242.7977055736, 13500000.0, -0.30050704876270257, 0.14375468108043957)","[0, 3, 2, 0, 1]"
1851,"[0, 3, 2, 0, 1]",57,20,0.7680348336232016,"(758242.7977055736, 300000000.0, 0.09989022837849937, 0.08295864295498889)","[1, 0, 3, 1, 0]"
1852,"[1, 0, 3, 1, 0]",78,24,0.3520164177091217,"(758242.7977055736, 1307345.99, -3.251210514600598, 0.17312089450859736)","[0, 1, 2, 1, 1]"
1853,"[0, 1, 2, 1, 1]",27,120,0.7516248202063869,"(758242.7977055736, 2000000.0, -0.03488256911380686, 0.08392784569839498)","[1, 0, 1, 1, 0]"
1854,"[1, 0, 1, 1, 0]",70,14,0.7207358492125147,"(758242.7977055736, 375000.0, -0.22570320640184763, 0.1530687877289382)","[0, 3, 1, 1, 1]"
1855,"[0, 3, 1, 1, 1]",55,26,0.7558418158759405,"(758242.7977055736, 10000000.0, 0.0, 0.08392784569839498)","[0, 3, 2, 0, 1]"
1856,"[0, 3, 2, 0, 1]",57,24,0.7558534139128192,"(758242.7977055736, 367000000.0, 0.0, 0.08383190788989128)","[1, 0, 0, 1, 0]"
1857,"[1, 0, 0, 1, 0]",66,46,0.7493510588427285,"(758242.7977055736, 1890000.0, 0.015344737698991986, 0.1529634805559126)","[0, 3, 2, 1, 1]"
1858,"[0, 3, 2, 1, 1]",59,15,0.7578807927247181,"(758242.7977055736, 7000000.0, 0.014615501112531768, 0.08167713294154738)","[1, 1, 0, 1, 0]"
1859,"[1, 1, 0, 1, 0]",82,23,0.6161214531104453,"(758242.7977055736, 300000.0, -1.0864586844583037, 0.15322211729885926)","[0, 3, 1, 1, 1]"
1860,"[0, 3, 1, 1, 1]",55,47,0.8475703900761132,"(758242.7977055736, 2000000.0, 0.7559886196088597, 0.08114681506779191)","[1, 0, 3, 0, 0]"
1861,"[1, 0, 3, 0, 0]",76,24,0.7760533323796205,"(758242.7977055736, 8000000.0, 0.036018434292449934, 0.15322211729885926)","[0, 0, 1, 0, 1]"
1862,"[0, 0, 1, 0, 1]",5,8,0.7571769620150278,"(758242.7977055736, 2400000.0, -0.0, 0.08237928867272852)","[0, 0, 2, 0, 1]"
1863,"[0, 0, 2, 0, 1]",9,15,0.7560290227943869,"(758242.7977055736, 9700000.0, 0.0, 0.08237928867272852)","[0, 2, 2, 1, 1]"
1864,"[0, 2, 2, 1, 1]",43,26,0.7584523839024145,"(758242.7977055736, 5000000.0, 0.020045802263637304, 0.08237928867272852)","[0, 1, 2, 1, 1]"
1865,"[0, 1, 2, 1, 1]",27,5,0.7369618141877662,"(758242.7977055736, 25000000.0, -0.1569758196643263, 0.08312552379491715)","[0, 0, 2, 1, 1]"
1866,"[0, 0, 2, 1, 1]",11,21,0.7656297041177907,"(758242.7977055736, 3000000.0, 0.006788656297573136, 0.0730563241757388)","[0, 0, 2, 1, 1]"
1867,"[0, 0, 2, 1, 1]",11,21,0.7570788053234421,"(758242.7977055736, 3000000.0, 0.0, 0.07369559191472116)","[0, 2, 1, 1, 0]"
1868,"[0, 2, 1, 1, 0]",38,52,0.7602216395146918,"(758242.7977055736, 5200000.0, -0.0004681903044658881, 0.047230189499978356)","[0, 3, 1, 0, 0]"
1869,"[0, 3, 1, 0, 0]",52,16,0.8669623589821669,"(758242.7977055736, 220000.0, 0.8826887569947216, 0.04743851274334533)","[0, 0, 1, 0, 1]"
1870,"[0, 0, 1, 0, 1]",5,15,0.7591190219383126,"(758242.7977055736, 1500000.0, 0.0, 0.07857996255697842)","[0, 3, 0, 1, 1]"
1871,"[0, 3, 0, 1, 1]",51,15,0.756745498391788,"(758242.7977055736, 14000000.0, 0.0, 0.0764526737309251)","[0, 0, 3, 0, 0]"
1872,"[0, 0, 3, 0, 0]",12,18,0.7588494347429892,"(758242.7977055736, 267181.66, 0.004378234618927744, 0.06800815985173615)","[0, 1, 3, 1, 0]"
1873,"[0, 1, 3, 1, 0]",30,35,0.769532385071276,"(758242.7977055736, 6000000.0, 0.09732734203425909, 0.06800815985173615)","[0, 0, 0, 0, 1]"
1874,"[0, 0, 0, 0, 1]",1,20,0.82998492997693,"(758242.7977055736, 20000000.0, 0.18747488787699632, 0.080126668671687)","[0, 2, 0, 0, 1]"
1875,"[0, 2, 0, 0, 1]",33,15,0.7556300630946705,"(758242.7977055736, 5000000.0, 0.005207591842348008, 0.09088703550443533)","[0, 2, 1, 1, 1]"
1876,"[0, 2, 1, 1, 1]",39,14,0.7532203772630784,"(758242.7977055736, 30000000.0, -0.0, 0.10561212539803286)","[1, 2, 0, 1, 1]"
1877,"[1, 2, 0, 1, 1]",99,100,0.7455553938179391,"(758242.7977055736, 23000000.0, -0.0, 0.16901610674704914)","[1, 3, 3, 0, 1]"
1878,"[1, 3, 3, 0, 1]",125,28,0.7455693274781452,"(758242.7977055736, 145077343.18, 0.0, 0.16890084889448484)","[1, 3, 3, 0, 1]"
1879,"[1, 3, 3, 0, 1]",125,12,0.7455693274781452,"(758242.7977055736, 92104597.03, -0.0, 0.16890084889448484)","[1, 0, 3, 0, 1]"
1880,"[1, 0, 3, 0, 1]",77,29,0.7455693274781452,"(758242.7977055736, 93000000.0, 0.0, 0.16890084889448484)","[1, 2, 1, 1, 1]"
1881,"[1, 2, 1, 1, 1]",103,4,0.7455522705525959,"(758242.7977055736, 47600000.0, 0.05282979062466708, 0.15909500717845068)","[1, 0, 2, 0, 1]"
1882,"[1, 0, 2, 0, 1]",73,20,0.9058927493583553,"(758242.7977055736, 71444000.0, -0.11006425588796408, 0.14600393749716173)","[1, 1, 0, 0, 1]"
1883,"[1, 1, 0, 0, 1]",81,21,0.9540692966135337,"(758242.7977055736, 75000000.0, 0.02432340336041277, 0.15005266124752673)","[1, 1, 0, 0, 1]"
1884,"[1, 1, 0, 0, 1]",81,28,0.8143436653431328,"(758242.7977055736, 17000000.0, 0.038629564711725295, 0.15430188499693895)","[0, 0, 0, 0, 0]"
1885,"[0, 0, 0, 0, 0]",0,62,0.7444183468321564,"(758242.7977055736, 1300000.0, -0.08401921604322075, 0.09440243037596506)","[1, 0, 0, 1, 1]"
1886,"[1, 0, 0, 1, 1]",67,36,0.7422840329080251,"(758242.7977055736, 2940567.09, -0.013555234460281168, 0.18252124464147004)","[1, 0, 0, 1, 0]"
1887,"[1, 0, 0, 1, 0]",66,37,0.7743020162156559,"(758242.7977055736, 56700.0, 0.21853910762010598, 0.15215891166169673)","[1, 0, 0, 1, 1]"
1888,"[1, 0, 0, 1, 1]",67,26,0.7433852486875653,"(758242.7977055736, 240000.0, 0.0, 0.18696733160692092)","[1, 3, 2, 1, 1]"
1889,"[1, 3, 2, 1, 1]",123,95,0.7389112745509703,"(758242.7977055736, 230000.0, -0.03700826945588956, 0.18696733160692092)","[1, 1, 0, 0, 0]"
1890,"[1, 1, 0, 0, 0]",80,68,0.6430759690434867,"(758242.7977055736, 29000.0, -0.8479768393431256, 0.16873888522602484)","[1, 1, 0, 1, 0]"
1891,"[1, 1, 0, 1, 0]",82,36,0.7473884596974465,"(758242.7977055736, 1000000.0, 0.014885717272992583, 0.16873888522602484)","[0, 2, 3, 0, 1]"
1892,"[0, 2, 3, 0, 1]",45,15,0.7779325826630216,"(758242.7977055736, 4100000.0, 0.14253305122414686, 0.09780065897492836)","[1, 0, 0, 1, 0]"
1893,"[1, 0, 0, 1, 0]",66,54,0.732113910905114,"(758242.7977055736, 1000000.0, -0.07105094502804649, 0.20915177262399223)","[0, 3, 2, 1, 1]"
1894,"[0, 3, 2, 1, 1]",59,21,0.758323280295522,"(758242.7977055736, 5000000.0, 0.03439524858329261, 0.09779666719890423)","[1, 0, 0, 1, 0]"
1895,"[1, 0, 0, 1, 0]",66,18,0.7326771467624796,"(758242.7977055736, 1200000.0, -0.08809404142309152, 0.20802353002750257)","[0, 0, 0, 1, 1]"
1896,"[0, 0, 0, 1, 1]",3,23,0.7541651973901103,"(758242.7977055736, 6700000.0, -0.0, 0.09779666719890423)","[1, 0, 2, 0, 0]"
1897,"[1, 0, 2, 0, 0]",72,47,0.7317407003004467,"(758242.7977055736, 6600000.0, -0.06408064526721263, 0.2192092334187606)","[1, 3, 2, 0, 0]"
1898,"[1, 3, 2, 0, 0]",120,14,0.6972053235210254,"(758242.7977055736, 306245.32, -0.3090029402098082, 0.2599601432359552)","[1, 3, 2, 0, 0]"
1899,"[1, 3, 2, 0, 0]",120,15,0.9096495147240395,"(758242.7977055736, 450490.14, 1.448314297739946, 0.2599601432359552)","[1, 1, 3, 1, 0]"
1900,"[1, 1, 3, 1, 0]",94,32,0.7816989003073774,"(758242.7977055736, 10000000.0, -0.0657341624995843, 0.17358130641921501)","[0, 0, 3, 1, 1]"
1901,"[0, 0, 3, 1, 1]",15,26,0.7549823884275042,"(758242.7977055736, 1772974.75, -0.0, 0.09103694414609531)","[0, 0, 1, 1, 1]"
1902,"[0, 0, 1, 1, 1]",7,26,0.7605148261931892,"(758242.7977055736, 10000000.0, 0.04814670309794186, 0.09341987183333703)","[0, 1, 2, 1, 1]"
1903,"[0, 1, 2, 1, 1]",27,26,0.7546957281761976,"(758242.7977055736, 2543801.89, -0.0, 0.09340816925798702)","[0, 0, 3, 0, 1]"
1904,"[0, 0, 3, 0, 1]",13,48,0.7623989357263232,"(758242.7977055736, 25000000.0, 0.06372016734693603, 0.09340816925798702)","[1, 0, 3, 0, 0]"
1905,"[1, 0, 3, 0, 0]",76,38,0.8161948816071987,"(758242.7977055736, 17000000.0, 0.5881302235631704, 0.17282350712989)","[0, 1, 2, 0, 1]"
1906,"[0, 1, 2, 0, 1]",25,29,1.0,"(758242.7977055736, 175000000.0, 0.1073754244539334, 0.12031642943578529)","[0, 1, 1, 0, 1]"
1907,"[0, 1, 1, 0, 1]",21,29,1.0,"(758242.7977055736, 205000000.0, 0.031772828505507375, 0.12031642943578529)","[1, 2, 1, 1, 0]"
1908,"[1, 2, 1, 1, 0]",102,15,1.0,"(758242.7977055736, 18000000.0, 2.42737499673397, 0.1725671989818698)","[0, 2, 1, 1, 1]"
1909,"[0, 2, 1, 1, 1]",39,15,0.7514047379483338,"(758242.7977055736, 1000000.0, 0.0, 0.12063091338010097)","[0, 2, 0, 1, 1]"
1910,"[0, 2, 0, 1, 1]",35,18,0.7514375049786316,"(758242.7977055736, 1000000.0, 0.0, 0.12035986776170758)","[0, 2, 2, 0, 1]"
1911,"[0, 2, 2, 0, 1]",41,15,0.7569157285354678,"(758242.7977055736, 2200000.0, 0.04531532086264954, 0.12035986776170758)","[1, 2, 0, 0, 0]"
1912,"[1, 2, 0, 0, 0]",96,34,0.8301352073191465,"(758242.7977055736, 3000000.0, 0.7029447224521272, 0.17232501705211292)","[0, 2, 2, 0, 1]"
1913,"[0, 2, 2, 0, 1]",41,15,0.7509896441705455,"(758242.7977055736, 800000.0, -0.003776276738554128, 0.12028825112138967)","[1, 2, 0, 0, 0]"
1914,"[1, 2, 0, 0, 0]",96,53,0.7392721916294795,"(758242.7977055736, 2300000.0, -0.048759171499574865, 0.17223095935600935)","[0, 1, 1, 0, 1]"
1915,"[0, 1, 1, 0, 1]",21,42,0.7525816513205388,"(758242.7977055736, 100000000.0, 0.0, 0.11089560292121037)","[0, 0, 2, 1, 1]"
1916,"[0, 0, 2, 1, 1]",11,9,0.7582403056450128,"(758242.7977055736, 3000000.0, 0.0469634749808264, 0.11105125165982904)","[0, 3, 2, 1, 0]"
1917,"[0, 3, 2, 1, 0]",58,31,1.0,"(758242.7977055736, 250000000.0, 0.0759261060614548, 0.022050796922060682)","[0, 3, 2, 0, 1]"
1918,"[0, 3, 2, 0, 1]",57,2,0.7558227060273575,"(758242.7977055736, 244865146.05, 0.026965331192999927, 0.11105125165982904)","[0, 1, 3, 0, 0]"
1919,"[0, 1, 3, 0, 0]",28,29,0.7767766319274344,"(758242.7977055736, 10000000.0, 0.14177349475940773, 0.05253062248114009)","[0, 1, 3, 0, 0]"
1920,"[0, 1, 3, 0, 0]",28,50,0.8807252442495477,"(758242.7977055736, 300000000.0, 1.0016202677120334, 0.05252480421820352)","[0, 0, 3, 1, 0]"
1921,"[0, 0, 3, 1, 0]",14,57,0.8040542307983295,"(758242.7977055736, 3000000.0, 0.3674052636399821, 0.052524804218203554)","[0, 0, 0, 0, 0]"
1922,"[0, 0, 0, 0, 0]",0,92,0.841213661854086,"(758242.7977055736, 15000000.0, 0.6747843846077283, 0.052524804218203554)","[1, 1, 3, 0, 1]"
1923,"[1, 1, 3, 0, 1]",93,29,0.7490457712746957,"(758242.7977055736, 30000000.0, -0.0, 0.14014405128167737)","[1, 1, 2, 0, 1]"
1924,"[1, 1, 2, 0, 1]",89,32,0.7490457712746957,"(758242.7977055736, 30856624.95, -0.0, 0.14014405128167737)","[1, 1, 0, 0, 1]"
1925,"[1, 1, 0, 0, 1]",81,35,0.7458918558333746,"(758242.7977055736, 200000.0, 0.0, 0.16623292639134418)","[0, 1, 1, 0, 0]"
1926,"[0, 1, 1, 0, 0]",20,17,0.7607061820453223,"(758242.7977055736, 725000.0, 0.015713559601760883, 0.07183390716789276)","[0, 0, 3, 1, 1]"
1927,"[0, 0, 3, 1, 1]",15,26,0.6787459935162439,"(758242.7977055736, 1300283.11, -0.6410157472470902, 0.08064107959882443)","[0, 0, 0, 0, 1]"
1928,"[0, 0, 0, 0, 1]",1,58,1.0,"(758242.7977055736, 1300000.0, 3.26866629988187, 0.08092094895531968)","[0, 0, 3, 1, 1]"
1929,"[0, 0, 3, 1, 1]",15,36,0.638292500217984,"(758242.7977055736, 1795002.67, -0.9753631543802719, 0.08092094895531968)","[0, 2, 3, 1, 1]"
1930,"[0, 2, 3, 1, 1]",47,1,0.7434858324666737,"(758242.7977055736, 26000000.0, 0.0, 0.08326588838663526)","[0, 1, 0, 0, 1]"
1931,"[0, 1, 0, 0, 1]",17,16,0.7512715053249046,"(758242.7977055736, 1000000.0, -0.03578310183936679, 0.08594989856172336)","[0, 2, 0, 1, 1]"
1932,"[0, 2, 0, 1, 1]",35,26,0.7642134511442699,"(758242.7977055736, 10000000.0, -0.20588958323333043, 0.08574506952182778)","[0, 2, 3, 1, 1]"
1933,"[0, 2, 3, 1, 1]",47,15,0.7556221295056785,"(758242.7977055736, 35000000.0, 0.0, 0.08574506952182778)","[1, 2, 0, 1, 0]"
1934,"[1, 2, 0, 1, 0]",98,39,1.0,"(758242.7977055736, 1349893.57, 3.2095193159674, 0.14751485868165484)","[1, 0, 2, 1, 0]"
1935,"[1, 0, 2, 1, 0]",74,3,0.9745369915146417,"(758242.7977055736, 20000000.0, 1.9725581116468156, 0.19470764646708805)","[1, 0, 1, 0, 1]"
1936,"[1, 0, 1, 0, 1]",69,26,0.7463534063317713,"(758242.7977055736, 3787136.68, 0.0, 0.16241502653527465)","[0, 3, 0, 1, 0]"
1937,"[0, 3, 0, 1, 0]",50,24,1.0,"(758242.7977055736, 2000000.0, 3.3049751570899972, 0.11409833052192753)","[1, 0, 0, 0, 1]"
1938,"[1, 0, 0, 0, 1]",65,47,0.8588955696689271,"(758242.7977055736, 7300000.0, 0.9075384021079163, 0.13901583741695003)","[1, 0, 0, 1, 0]"
1939,"[1, 0, 0, 1, 0]",66,20,0.8901682043864918,"(758242.7977055736, 2099913.76, 1.1203305617253527, 0.13466558563436326)","[0, 0, 1, 1, 1]"
1940,"[0, 0, 1, 1, 1]",7,1,0.7541719893970975,"(758242.7977055736, 6742604.2, 0.011854236915151927, 0.08291749778302156)","[0, 0, 0, 1, 1]"
1941,"[0, 0, 0, 1, 1]",3,36,0.7160363450494037,"(758242.7977055736, 1764508.37, -0.3296385614061817, 0.08355618329315263)","[0, 0, 3, 1, 1]"
1942,"[0, 0, 3, 1, 1]",15,32,0.7636023226071517,"(758242.7977055736, 3290271.34, 0.06382247807351557, 0.08355618329315263)","[0, 0, 3, 1, 1]"
1943,"[0, 0, 3, 1, 1]",15,26,0.7044843212986687,"(758242.7977055736, 2768741.96, -0.5019438954335841, 0.08349005090839814)","[0, 0, 3, 1, 1]"
1944,"[0, 0, 3, 1, 1]",15,112,0.7471808545776671,"(758242.7977055736, 6200000.0, -0.0646199455495172, 0.09095051132353267)","[0, 0, 3, 1, 0]"
1945,"[0, 0, 3, 1, 0]",14,47,1.0,"(758242.7977055736, 4300000.0, 2.2200624962973583, 0.1200572858146207)","[0, 0, 2, 1, 0]"
1946,"[0, 0, 2, 1, 0]",10,54,0.734401881664383,"(758242.7977055736, 152000.0, -0.14121956508427033, 0.1200572858146207)","[0, 1, 0, 0, 1]"
1947,"[0, 1, 0, 0, 1]",17,15,0.7665576738372817,"(758242.7977055736, 10000000.0, 0.09764496754835267, 0.09293230108093901)","[0, 0, 2, 1, 1]"
1948,"[0, 0, 2, 1, 1]",11,26,0.7545077821090405,"(758242.7977055736, 20000.0, 0.0031575894510711858, 0.0986743421835326)","[1, 0, 3, 0, 0]"
1949,"[1, 0, 3, 0, 0]",76,32,1.0,"(758242.7977055736, 7500000.0, 2.8263883061636514, 0.14639278078921894)","[0, 1, 0, 1, 1]"
1950,"[0, 1, 0, 1, 1]",19,36,0.7536982101797336,"(758242.7977055736, 2704082.19, 0.0, 0.10165953899619734)","[0, 3, 0, 1, 1]"
1951,"[0, 3, 0, 1, 1]",51,30,0.7536982101797336,"(758242.7977055736, 10000000.0, 0.0, 0.10165953899619734)","[1, 0, 2, 0, 0]"
1952,"[1, 0, 2, 0, 0]",72,25,0.7636974321532819,"(758242.7977055736, 368000.0, 0.13415756322275027, 0.15310453172832736)","[1, 0, 0, 1, 0]"
1953,"[1, 0, 0, 1, 0]",66,24,1.0,"(758242.7977055736, 750000.0, 3.180901825992543, 0.15281962335213983)","[0, 0, 3, 0, 1]"
1954,"[0, 0, 3, 0, 1]",13,20,0.7539403935128539,"(758242.7977055736, 800000.0, -0.001349128267789249, 0.09830709426385238)","[1, 1, 1, 1, 0]"
1955,"[1, 1, 1, 1, 0]",86,30,0.7426813852412587,"(758242.7977055736, 600000.0, -0.016223657607590865, 0.17656596248061518)","[0, 0, 2, 1, 1]"
1956,"[0, 0, 2, 1, 1]",11,26,0.731831204683127,"(758242.7977055736, 920000.0, -0.18428763600212833, 0.09825359942420268)","[1, 1, 2, 1, 0]"
1957,"[1, 1, 2, 1, 0]",90,20,0.794107879771051,"(758242.7977055736, 240000.0, 0.40917119462525586, 0.17656596248061518)","[0, 2, 0, 1, 1]"
1958,"[0, 2, 0, 1, 1]",35,36,0.7523398825900037,"(758242.7977055736, 2502238.35, 0.0, 0.11289548983438252)","[0, 1, 0, 0, 1]"
1959,"[0, 1, 0, 0, 1]",17,32,0.7465462533075786,"(758242.7977055736, 17000000.0, -0.04367744008195094, 0.11714237543365012)","[0, 0, 1, 1, 1]"
1960,"[0, 0, 1, 1, 1]",7,46,0.7890329749618996,"(758242.7977055736, 1200000.0, 0.30776849931661365, 0.11714237543365012)","[0, 1, 2, 1, 1]"
1961,"[0, 1, 2, 1, 1]",27,42,1.0,"(758242.7977055736, 35000000.0, 0.6157854220579293, 0.11614542698812176)","[0, 2, 2, 1, 1]"
1962,"[0, 2, 2, 1, 1]",43,9,0.7522885562801942,"(758242.7977055736, 30000000.0, 0.0, 0.11332005596856552)","[0, 2, 3, 1, 1]"
1963,"[0, 2, 3, 1, 1]",47,12,0.7522885562801942,"(758242.7977055736, 55000000.0, 0.0, 0.11332005596856552)","[0, 2, 0, 1, 1]"
1964,"[0, 2, 0, 1, 1]",35,17,0.7522885562801942,"(758242.7977055736, 7000000.0, 0.0, 0.11332005596856552)","[0, 2, 1, 1, 1]"
1965,"[0, 2, 1, 1, 1]",39,26,0.745661082568902,"(758242.7977055736, 3000000.0, -0.054821803933359274, 0.11332005596856552)","[0, 3, 1, 1, 1]"
1966,"[0, 3, 1, 1, 1]",55,55,0.7305871244036425,"(758242.7977055736, 2610000.0, -0.1795417815529858, 0.11329036231452896)","[0, 1, 0, 0, 0]"
1967,"[0, 1, 0, 0, 0]",16,146,1.0,"(758242.7977055736, 7200000.0, 3.941298824101885, 0.020837287928763267)","[0, 1, 3, 1, 1]"
1968,"[0, 1, 3, 1, 1]",31,13,0.7508800117127018,"(758242.7977055736, 6500000.0, -0.0, 0.12497139665648051)","[1, 2, 0, 1, 1]"
1969,"[1, 2, 0, 1, 1]",99,30,0.745906270265701,"(758242.7977055736, 1544000.0, 0.0, 0.1661136916395773)","[1, 1, 0, 0, 0]"
1970,"[1, 1, 0, 0, 0]",80,47,0.8181808353703444,"(758242.7977055736, 1216000.0, 0.6153524562169617, 0.18361812760947105)","[1, 1, 0, 0, 0]"
1971,"[1, 1, 0, 0, 0]",80,72,0.5973119897123343,"(758242.7977055736, 1401000.0, -1.2116526861828925, 0.18361812760947105)","[1, 1, 3, 0, 0]"
1972,"[1, 1, 3, 0, 0]",92,18,0.7414722409936226,"(758242.7977055736, 1475000.0, -0.019173413536242325, 0.18361812760947105)","[1, 1, 0, 0, 0]"
1973,"[1, 1, 0, 0, 0]",80,18,0.8156883106878586,"(758242.7977055736, 3000000.0, 0.5406405009205959, 0.1849153172042071)","[1, 1, 0, 0, 0]"
1974,"[1, 1, 0, 0, 0]",80,29,0.7430588736332207,"(758242.7977055736, 449000.0, -0.0047517564186695975, 0.1849153172042071)","[1, 1, 3, 0, 0]"
1975,"[1, 1, 3, 0, 0]",92,26,0.7439453437673326,"(758242.7977055736, 728000.0, 0.002581036437568059, 0.1849153172042071)","[1, 1, 1, 0, 0]"
1976,"[1, 1, 1, 0, 0]",84,62,0.7395532216513582,"(758242.7977055736, 1833000.0, 0.056095031767738605, 0.2747605102097548)","[0, 0, 3, 1, 0]"
1977,"[0, 0, 3, 1, 0]",14,54,0.7511615214572916,"(758242.7977055736, 600000.0, -0.03337135917748558, 0.08927141684683226)","[1, 2, 0, 1, 1]"
1978,"[1, 2, 0, 1, 1]",99,18,0.7932753820817395,"(758242.7977055736, 15000000.0, 0.4090561573399814, 0.18333726335170997)","[1, 1, 2, 1, 1]"
1979,"[1, 1, 2, 1, 1]",91,15,0.7445147603423872,"(758242.7977055736, 300000.0, 0.0, 0.1776241234436674)","[1, 1, 2, 1, 1]"
1980,"[1, 1, 2, 1, 1]",91,26,0.7445147603423872,"(758242.7977055736, 300000.0, 0.0, 0.1776241234436674)","[0, 0, 3, 0, 0]"
1981,"[0, 0, 3, 0, 0]",12,11,0.6287602767678677,"(758242.7977055736, 109667458.43, -1.104639698840629, 0.0304940096078207)","[0, 0, 3, 0, 0]"
1982,"[0, 0, 3, 0, 0]",12,16,0.7610244507169741,"(758242.7977055736, 101332541.57, -0.010563595710859104, 0.0304940096078207)","[0, 1, 3, 0, 0]"
1983,"[0, 1, 3, 0, 0]",28,0,0.7961710489819801,"(758242.7977055736, 6500000.0, 0.2799150080169689, 0.030243445187352166)","[0, 2, 2, 1, 0]"
