,State,State_index,Action,Reward,Reward_Terms,Next_State
0,"[2, 1, 1, 0, 0]",148,21,0.7026681086129294,"(758242.7977055736, 12500000.0, 0.0, 0.5237754680308322)","[3, 3, 1, 1, 1]"
1,"[3, 3, 1, 1, 1]",247,69,0.6013438986208081,"(758242.7977055736, 6000000.0, 0.0, 1.8762663849483023)","[2, 0, 0, 0, 0]"
2,"[2, 0, 0, 0, 0]",128,134,0.7032516046539227,"(758242.7977055736, 500000.0, 0.0, 0.518948846764765)","[2, 0, 3, 0, 0]"
3,"[2, 0, 3, 0, 0]",140,110,0.7056417395360911,"(758242.7977055736, 308000.0, -0.0, 0.5422353367590492)","[3, 1, 3, 1, 1]"
4,"[3, 1, 3, 1, 1]",223,95,0.5444478099310242,"(758242.7977055736, 500000.0, 0.0, 1.8325580555555223)","[2, 3, 3, 1, 0]"
5,"[2, 3, 3, 1, 0]",190,72,0.7004364729144967,"(758242.7977055736, 2000000.0, 0.0, 0.5422353367590492)","[3, 0, 3, 0, 1]"
6,"[3, 0, 3, 0, 1]",205,25,0.5443797392137663,"(758242.7977055736, 5000000.0, 0.0, 1.8331211297641392)","[2, 0, 1, 0, 0]"
7,"[2, 0, 1, 0, 0]",132,22,0.7007129289378108,"(758242.7977055736, 1050000.0, -0.0, 0.5399485200070641)","[3, 1, 2, 0, 1]"
8,"[3, 1, 2, 0, 1]",217,12,0.5434898899717515,"(758242.7977055736, 25000000.0, 0.0, 2.104249628611231)","[3, 1, 3, 1, 1]"
9,"[3, 1, 3, 1, 1]",223,130,0.5139858807937128,"(758242.7977055736, 50000.0, 0.0, 2.084536106219407)","[3, 1, 3, 1, 1]"
10,"[3, 1, 3, 1, 1]",223,102,0.5146385835622963,"(758242.7977055736, 200000.0, 0.0, 2.0791370137801457)","[2, 0, 2, 0, 0]"
11,"[2, 0, 2, 0, 0]",136,141,0.6831421097194063,"(758242.7977055736, 4700000.0, 0.0, 0.6852925904782319)","[3, 0, 1, 0, 1]"
12,"[3, 0, 1, 0, 1]",197,23,0.6625289190139727,"(758242.7977055736, 52000000.0, 0.0, 2.0902359458942548)","[3, 1, 3, 1, 1]"
13,"[3, 1, 3, 1, 1]",223,45,0.5127829556496583,"(758242.7977055736, 100000.0, -0.0, 2.0997619385570396)","[3, 1, 3, 1, 1]"
14,"[3, 1, 3, 1, 1]",223,47,0.5121452116381909,"(758242.7977055736, 100000.0, 0.0, 2.0997619385570396)","[3, 1, 3, 1, 1]"
15,"[3, 1, 3, 1, 1]",223,52,0.5369890246100267,"(758242.7977055736, 1000000.0, -0.0, 1.8942563865126154)","[1, 0, 3, 1, 0]"
16,"[1, 0, 3, 1, 0]",78,38,1.0,"(758242.7977055736, 78000000.0, 0.0, 0.32790231091110755)","[1, 0, 3, 1, 0]"
17,"[1, 0, 3, 1, 0]",78,116,0.7263473941943909,"(758242.7977055736, 15000000.0, -0.0, 0.32790277083445457)","[1, 0, 3, 0, 0]"
18,"[1, 0, 3, 0, 0]",76,136,0.7263151235932161,"(758242.7977055736, 500000.0, -0.0, 0.3281697100404751)","[1, 1, 3, 1, 0]"
19,"[1, 1, 3, 1, 0]",94,101,0.7262611913175463,"(758242.7977055736, 1020000.0, -0.0, 0.32861583246528653)","[1, 1, 3, 1, 0]"
20,"[1, 1, 3, 1, 0]",94,106,0.7262611913175463,"(758242.7977055736, 15000.0, -0.0, 0.32861583246528653)","[3, 1, 3, 1, 1]"
21,"[3, 1, 3, 1, 1]",223,142,0.5407904693683402,"(758242.7977055736, 50000.0, -0.0, 1.8628112132411359)","[1, 1, 3, 1, 0]"
22,"[1, 1, 3, 1, 0]",94,105,0.7271037164381815,"(758242.7977055736, 100000.0, -0.0, 0.32164654839348383)","[3, 1, 3, 0, 1]"
23,"[3, 1, 3, 0, 1]",221,35,0.5407828868282984,"(758242.7977055736, 97500000.0, 0.0, 1.8628739352588448)","[3, 3, 0, 1, 1]"
24,"[3, 3, 0, 1, 1]",243,105,0.5408404432048093,"(758242.7977055736, 50000.0, 0.0, 1.8623978346320227)","[1, 0, 3, 1, 0]"
25,"[1, 0, 3, 1, 0]",78,65,0.7267311343320213,"(758242.7977055736, 15000000.0, -0.0, 0.3247285105502248)","[2, 1, 1, 1, 0]"
26,"[2, 1, 1, 1, 0]",150,46,0.6857703009957525,"(758242.7977055736, 675000.0, 0.0, 0.6635524534172997)","[3, 1, 3, 0, 1]"
27,"[3, 1, 3, 0, 1]",221,39,0.5410377132732781,"(758242.7977055736, 10000000.0, 0.0, 1.8607660362293985)","[1, 0, 3, 1, 0]"
28,"[1, 0, 3, 1, 0]",78,39,0.7789022555981545,"(758242.7977055736, 8000000.0, -0.0, 0.2624490360364713)","[0, 3, 2, 1, 0]"
29,"[0, 3, 2, 1, 0]",58,50,0.7543935649263146,"(758242.7977055736, 1000000.0, 0.0, 0.09590763363348954)","[0, 0, 3, 0, 0]"
30,"[0, 0, 3, 0, 0]",12,11,0.7543935649263146,"(758242.7977055736, 2000000.0, -0.0, 0.09590763363348954)","[0, 1, 0, 0, 0]"
31,"[0, 1, 0, 0, 0]",16,39,0.7545119086612315,"(758242.7977055736, 5000000.0, 0.0, 0.09492870601868701)","[0, 1, 3, 0, 0]"
32,"[0, 1, 3, 0, 0]",28,11,0.7545119086612315,"(758242.7977055736, 3000000.0, 0.0, 0.09492870601868701)","[3, 1, 3, 1, 1]"
33,"[3, 1, 3, 1, 1]",223,26,0.5854485250384864,"(758242.7977055736, 10000000.0, 0.0, 1.770360356703943)","[3, 0, 1, 0, 1]"
34,"[3, 0, 1, 0, 1]",197,23,0.5882264838567511,"(758242.7977055736, 12743821.2, 0.0, 1.7729520343301473)","[3, 0, 1, 0, 1]"
35,"[3, 0, 1, 0, 1]",197,35,0.5516536534159651,"(758242.7977055736, 2955371.15, 0.0, 1.7729520343301473)","[3, 1, 0, 0, 1]"
36,"[3, 1, 0, 0, 1]",209,12,0.5528838088231061,"(758242.7977055736, 966327.12, 0.0, 1.7729717484254472)","[2, 0, 3, 0, 0]"
37,"[2, 0, 3, 0, 0]",140,18,0.7135296036375322,"(758242.7977055736, 3250000.0, -0.0, 0.4339302605504355)","[2, 0, 2, 0, 0]"
38,"[2, 0, 2, 0, 0]",136,34,0.7135296036375322,"(758242.7977055736, 3600000.0, 0.0, 0.4339302605504355)","[3, 1, 2, 0, 1]"
39,"[3, 1, 2, 0, 1]",217,27,0.5679009596615622,"(758242.7977055736, 19820000.0, 0.0, 1.6385559316456917)","[2, 1, 3, 1, 0]"
40,"[2, 1, 3, 1, 0]",158,133,0.7135296036375322,"(758242.7977055736, 50000.0, 0.0, 0.4339302605504355)","[2, 1, 1, 0, 0]"
41,"[2, 1, 1, 0, 0]",148,46,1.0,"(758242.7977055736, 200000000.0, -0.0, 0.7585209819476062)","[2, 3, 0, 1, 0]"
42,"[2, 3, 0, 1, 0]",178,149,0.6946230255240434,"(758242.7977055736, 5000000.0, -0.0, 0.5903235958604469)","[2, 1, 1, 1, 0]"
43,"[2, 1, 1, 1, 0]",150,102,0.6904940644878761,"(758242.7977055736, 50000.0, 0.0, 0.6244779512353421)","[3, 3, 2, 0, 1]"
44,"[3, 3, 2, 0, 1]",249,7,0.6492150786497743,"(758242.7977055736, 300000000.0, 0.0, 1.7572368830235754)","[3, 0, 3, 0, 1]"
45,"[3, 0, 3, 0, 1]",205,54,0.5535534769292498,"(758242.7977055736, 1850000.0, 0.0, 1.7572368830235754)","[3, 0, 0, 0, 1]"
46,"[3, 0, 0, 0, 1]",193,75,0.5535534769292498,"(758242.7977055736, 25500000.0, 0.0, 1.7572368830235754)","[2, 0, 1, 0, 0]"
47,"[2, 0, 1, 0, 0]",132,24,0.6896922285137457,"(758242.7977055736, 3000000.0, 0.0, 0.6311106587307469)","[3, 0, 1, 0, 1]"
48,"[3, 0, 1, 0, 1]",197,33,0.5532636287624344,"(758242.7977055736, 3443809.05, 0.0, 1.759634478255757)","[3, 1, 3, 1, 1]"
49,"[3, 1, 3, 1, 1]",223,38,0.5532636287624344,"(758242.7977055736, 7400000.0, 0.0, 1.759634478255757)","[3, 0, 2, 0, 1]"
50,"[3, 0, 2, 0, 1]",201,39,0.553263821630731,"(758242.7977055736, 24700455.28, 0.0, 1.759632882868374)","[2, 0, 2, 1, 0]"
51,"[2, 0, 2, 1, 0]",138,102,0.690977609886835,"(758242.7977055736, 45000000.0, 0.0, 0.6204781117475691)","[2, 1, 0, 1, 0]"
52,"[2, 1, 0, 1, 0]",146,31,0.6917574407333342,"(758242.7977055736, 14750000.0, 0.0, 0.6140274284811648)","[2, 1, 0, 1, 0]"
53,"[2, 1, 0, 1, 0]",146,98,0.6917574407333342,"(758242.7977055736, 405000.0, 0.0, 0.6140274284811648)","[2, 1, 0, 1, 0]"
54,"[2, 1, 0, 1, 0]",146,101,0.6917574407333342,"(758242.7977055736, 507000.0, 0.0, 0.6140274284811648)","[2, 1, 0, 1, 0]"
55,"[2, 1, 0, 1, 0]",146,104,0.6917574407333342,"(758242.7977055736, 20000.0, -0.0, 0.6140274284811648)","[3, 1, 0, 0, 1]"
56,"[3, 1, 0, 0, 1]",209,113,0.5719947105512387,"(758242.7977055736, 25000000.0, 0.0, 1.604692831103553)","[2, 0, 0, 0, 0]"
57,"[2, 0, 0, 0, 0]",128,99,0.6913937432710535,"(758242.7977055736, 27000000.0, 0.0, 0.6170358977466466)","[2, 1, 3, 1, 0]"
58,"[2, 1, 3, 1, 0]",158,56,0.6913937432710535,"(758242.7977055736, 40000000.0, 0.0, 0.6170358977466466)","[2, 0, 0, 0, 0]"
59,"[2, 0, 0, 0, 0]",128,114,0.6832510112017014,"(758242.7977055736, 6838000.0, 0.0, 0.6843917682387919)","[3, 3, 3, 1, 1]"
60,"[3, 3, 3, 1, 1]",255,8,0.5386244715797385,"(758242.7977055736, 1000000.0, 0.0, 1.8860034867889226)","[2, 1, 0, 0, 0]"
61,"[2, 1, 0, 0, 0]",144,55,0.6823082041319825,"(758242.7977055736, 90000000.0, 0.0, 0.6921905746278768)","[2, 3, 0, 1, 0]"
62,"[2, 3, 0, 1, 0]",178,29,0.6823082041319825,"(758242.7977055736, 2000000.0, 0.0, 0.6921905746278768)","[2, 1, 0, 1, 0]"
63,"[2, 1, 0, 1, 0]",146,76,0.704874382239954,"(758242.7977055736, 260000.0, -0.0, 0.5055253918369426)","[1, 0, 0, 0, 0]"
64,"[1, 0, 0, 0, 0]",64,62,1.0,"(758242.7977055736, 50000000.0, -0.0, 0.2235452809084323)","[3, 0, 2, 1, 1]"
65,"[3, 0, 2, 1, 1]",203,39,0.532379491650336,"(758242.7977055736, 3000000.0, 0.0, 1.9323859850819693)","[3, 0, 1, 0, 1]"
66,"[3, 0, 1, 0, 1]",197,44,1.0,"(758242.7977055736, 74500000.0, 0.0, 1.947665914659782)","[3, 1, 2, 0, 1]"
67,"[3, 1, 2, 0, 1]",217,130,0.530660749796455,"(758242.7977055736, 50000000.0, 0.0, 1.9466032468969772)","[1, 0, 2, 0, 0]"
68,"[1, 0, 2, 0, 0]",72,69,0.8566458969525438,"(758242.7977055736, 11000000.0, 0.0, 0.17854899975613123)","[3, 0, 2, 0, 1]"
69,"[3, 0, 2, 0, 1]",201,26,0.6141398275696356,"(758242.7977055736, 25000000.0, 0.0, 1.9484629664652027)","[3, 1, 0, 1, 1]"
70,"[3, 1, 0, 1, 1]",211,96,0.5304359260645731,"(758242.7977055736, 50000.0, -0.0, 1.9484629664652027)","[3, 1, 2, 1, 1]"
71,"[3, 1, 2, 1, 1]",219,104,0.4236191439522679,"(758242.7977055736, 500000.0, 0.0, 2.832040773160318)","[3, 1, 0, 1, 1]"
72,"[3, 1, 0, 1, 1]",211,105,0.4236191439522679,"(758242.7977055736, 40000.0, 0.0, 2.832040773160318)","[3, 3, 0, 1, 1]"
73,"[3, 3, 0, 1, 1]",243,3,0.42366494520410025,"(758242.7977055736, 2000000.0, 0.0, 2.831661909756669)","[3, 3, 1, 1, 1]"
74,"[3, 3, 1, 1, 1]",247,22,0.45433080604884374,"(758242.7977055736, 11000000.0, 0.0, 2.8246198065885273)","[3, 3, 0, 1, 1]"
75,"[3, 3, 0, 1, 1]",243,12,0.4245162735127382,"(758242.7977055736, 1000000.0, 0.0, 2.8246198065885273)","[3, 1, 1, 1, 1]"
76,"[3, 1, 1, 1, 1]",215,48,0.42479570395661614,"(758242.7977055736, 100000.0, 0.0, 2.822308385725222)","[2, 1, 0, 0, 0]"
77,"[2, 1, 0, 0, 0]",144,149,0.719197367390617,"(758242.7977055736, 150000000.0, 0.0, 0.3870470820200096)","[3, 0, 1, 1, 1]"
78,"[3, 0, 1, 1, 1]",199,20,0.41419696036064335,"(758242.7977055736, 5300000.0, 0.0, 2.909980139498965)","[2, 3, 0, 1, 0]"
79,"[2, 3, 0, 1, 0]",178,33,0.7153309432562918,"(758242.7977055736, 2000000.0, 0.0, 0.4190297582325205)","[3, 1, 2, 1, 1]"
80,"[3, 1, 2, 1, 1]",219,75,0.4132611877193635,"(758242.7977055736, 55000.0, 0.0, 2.917720757795049)","[3, 1, 2, 1, 1]"
81,"[3, 1, 2, 1, 1]",219,50,0.4132611877193635,"(758242.7977055736, 58100.0, -0.0, 2.917720757795049)","[2, 2, 0, 0, 0]"
82,"[2, 2, 0, 0, 0]",160,110,0.7153309432562918,"(758242.7977055736, 1500000.0, 0.0, 0.4190297582325205)","[2, 2, 0, 0, 0]"
83,"[2, 2, 0, 0, 0]",160,102,0.7153309432562918,"(758242.7977055736, 1500000.0, 0.0, 0.4190297582325205)","[2, 2, 0, 0, 0]"
84,"[2, 2, 0, 0, 0]",160,105,0.7153309432562918,"(758242.7977055736, 4700000.0, -0.0, 0.4190297582325205)","[3, 0, 1, 0, 1]"
85,"[3, 0, 1, 0, 1]",197,114,0.41326114615483805,"(758242.7977055736, 1500000.0, 0.0, 2.9177211016126727)","[2, 0, 1, 0, 0]"
86,"[2, 0, 1, 0, 0]",132,148,0.7158957818784385,"(758242.7977055736, 237000.0, 0.0, 0.41435746928106704)","[2, 0, 1, 1, 0]"
87,"[2, 0, 1, 1, 0]",134,54,0.7158957818784385,"(758242.7977055736, 105000.0, -0.0, 0.41435746928106704)","[2, 1, 3, 1, 0]"
88,"[2, 1, 3, 1, 0]",158,120,0.7160189936185138,"(758242.7977055736, 40321000.0, -0.0, 0.41333827401135353)","[3, 1, 2, 0, 1]"
89,"[3, 1, 2, 0, 1]",217,15,0.3785911536593996,"(758242.7977055736, 3000000.0, 0.0, 3.2440729973498494)","[3, 1, 1, 0, 1]"
90,"[3, 1, 1, 0, 1]",213,43,0.4004970557408027,"(758242.7977055736, 3700000.0, 0.0, 3.2087331203891316)","[3, 1, 0, 1, 1]"
91,"[3, 1, 0, 1, 1]",211,15,0.37519861060463827,"(758242.7977055736, 500000.0, 0.0, 3.2325706132122747)","[3, 0, 1, 0, 1]"
92,"[3, 0, 1, 0, 1]",197,45,0.4532582764983003,"(758242.7977055736, 15000000.0, 0.0, 3.3781720771727324)","[2, 1, 0, 1, 0]"
93,"[2, 1, 0, 1, 0]",146,47,0.7099825531955344,"(758242.7977055736, 200000.0, 0.0, 0.4632711093178335)","[2, 1, 0, 1, 0]"
94,"[2, 1, 0, 1, 0]",146,154,0.7099825531955344,"(758242.7977055736, 60000.0, 0.0, 0.4632711093178335)","[3, 3, 1, 0, 1]"
95,"[3, 3, 1, 0, 1]",245,43,0.34745841095476276,"(758242.7977055736, 225000000.0, 0.0, 3.4620347880284714)","[3, 1, 0, 0, 1]"
96,"[3, 1, 0, 0, 1]",209,105,0.3474582303342553,"(758242.7977055736, 25000.55, 0.0, 3.4620362821033597)","[3, 1, 0, 0, 1]"
97,"[3, 1, 0, 0, 1]",209,85,0.3477753207935604,"(758242.7977055736, 24999.45, -0.0, 3.462050960849469)","[3, 1, 0, 1, 1]"
98,"[3, 1, 0, 1, 1]",211,104,0.34639436666783446,"(758242.7977055736, 200000.0, 0.0, 3.4708364566303405)","[3, 1, 1, 0, 1]"
99,"[3, 1, 1, 0, 1]",213,57,0.35224127397147414,"(758242.7977055736, 2685000.0, 0.0, 3.4224714204521494)","[3, 1, 1, 0, 1]"
100,"[3, 1, 1, 0, 1]",213,71,0.35224145313186184,"(758242.7977055736, 91440000.0, 0.0, 3.422469938455227)","[3, 0, 3, 0, 1]"
101,"[3, 0, 3, 0, 1]",205,9,0.3414635812286076,"(758242.7977055736, 10588854.66, 0.0, 3.5814483841549984)","[3, 1, 3, 1, 1]"
102,"[3, 1, 3, 1, 1]",223,15,0.3314540225295945,"(758242.7977055736, 1560000.0, 0.0, 3.5944214986423444)","[2, 0, 0, 0, 0]"
103,"[2, 0, 0, 0, 0]",128,54,0.710783041905747,"(758242.7977055736, 3000000.0, 0.0, 0.6544753620153306)","[2, 0, 0, 0, 0]"
104,"[2, 0, 0, 0, 0]",128,99,0.7687693316384615,"(758242.7977055736, 5450000.0, 0.0, 0.6598214940489275)","[2, 3, 0, 1, 0]"
105,"[2, 3, 0, 1, 0]",178,80,0.6594604709161014,"(758242.7977055736, 500000.0, 0.0, 0.8811847532918458)","[2, 1, 1, 1, 0]"
106,"[2, 1, 1, 1, 0]",150,33,0.6594604709161014,"(758242.7977055736, 425000.0, -0.0, 0.8811847532918458)","[3, 1, 3, 0, 1]"
107,"[3, 1, 3, 0, 1]",221,24,0.4087352895671718,"(758242.7977055736, 18500000.0, 0.0, 3.4431288830884195)","[2, 1, 3, 1, 0]"
108,"[2, 1, 3, 1, 0]",158,95,0.6602157081334746,"(758242.7977055736, 8000000.0, -0.0, 0.8749375060815762)","[2, 0, 3, 1, 0]"
109,"[2, 0, 3, 1, 0]",142,130,0.6602157081334746,"(758242.7977055736, 10000000.0, -0.0, 0.8749375060815762)","[2, 3, 0, 1, 0]"
110,"[2, 3, 0, 1, 0]",178,44,0.6620016755173933,"(758242.7977055736, 3000000.0, -0.0, 0.8601641613626463)","[3, 1, 0, 0, 1]"
111,"[3, 1, 0, 0, 1]",209,32,0.3406758968699195,"(758242.7977055736, 2334982.89, 0.0, 3.5181390705246782)","[2, 1, 0, 1, 0]"
112,"[2, 1, 0, 1, 0]",146,2,0.6391789018322307,"(758242.7977055736, 100000000.0, 0.0, 0.7851841229213836)","[2, 0, 0, 1, 0]"
113,"[2, 0, 0, 1, 0]",130,35,0.6710661024057389,"(758242.7977055736, 34450000.0, -0.0, 0.7851841229213836)","[3, 1, 2, 1, 1]"
114,"[3, 1, 2, 1, 1]",219,23,0.3767591602479006,"(758242.7977055736, 100000000.0, 0.0, 3.2196619016431236)","[2, 1, 0, 1, 0]"
115,"[2, 1, 0, 1, 0]",146,62,0.6710661024057389,"(758242.7977055736, 25000000.0, -0.0, 0.7851841229213836)","[2, 1, 2, 1, 0]"
116,"[2, 1, 2, 1, 0]",154,44,0.6710661024057389,"(758242.7977055736, 15000000.0, -0.0, 0.7851841229213836)","[3, 0, 1, 1, 1]"
117,"[3, 0, 1, 1, 1]",199,30,0.3782400331742242,"(758242.7977055736, 300000.0, -0.0, 3.2074122679586012)","[2, 0, 0, 0, 0]"
118,"[2, 0, 0, 0, 0]",128,126,0.6715305674263005,"(758242.7977055736, 190000.0, -0.0, 0.7813421144275974)","[2, 0, 0, 1, 0]"
119,"[2, 0, 0, 1, 0]",130,145,0.6717706143757192,"(758242.7977055736, 200000.0, -0.0, 0.7793564699167167)","[2, 1, 2, 1, 0]"
120,"[2, 1, 2, 1, 0]",154,65,0.6717805595984548,"(758242.7977055736, 50000000.0, 0.0, 0.7792742040225549)","[2, 1, 3, 1, 0]"
121,"[2, 1, 3, 1, 0]",158,62,0.6720402043314478,"(758242.7977055736, 25000000.0, -0.0, 0.7771264485934815)","[2, 1, 0, 1, 0]"
122,"[2, 1, 0, 1, 0]",146,33,0.672350742463768,"(758242.7977055736, 71950000.0, 0.0, 0.7745577080227145)","[2, 0, 0, 1, 0]"
123,"[2, 0, 0, 1, 0]",130,11,0.6734056764970231,"(758242.7977055736, 200000000.0, -0.0, 0.765831398533897)","[2, 1, 0, 1, 0]"
124,"[2, 1, 0, 1, 0]",146,152,0.6734856638331629,"(758242.7977055736, 6000000.0, -0.0, 0.7651697512381059)","[3, 1, 1, 1, 1]"
125,"[3, 1, 1, 1, 1]",215,68,0.43178894995330264,"(758242.7977055736, 165000000.0, 0.0, 2.7644609497957715)","[2, 2, 0, 1, 0]"
126,"[2, 2, 0, 1, 0]",162,45,0.6734856638331629,"(758242.7977055736, 11100000.0, 0.0, 0.7651697512381059)","[2, 2, 0, 1, 0]"
127,"[2, 2, 0, 1, 0]",162,27,0.6734856638331629,"(758242.7977055736, 5000000.0, 0.0, 0.7651697512381059)","[3, 1, 1, 1, 1]"
128,"[3, 1, 1, 1, 1]",215,9,0.5169367153549583,"(758242.7977055736, 99950000.0, -0.0, 2.719216772140563)","[2, 2, 1, 1, 0]"
129,"[2, 2, 1, 1, 0]",166,27,0.6899996173006294,"(758242.7977055736, 4500000.0, 0.0, 0.7591330076338793)","[2, 2, 1, 1, 0]"
130,"[2, 2, 1, 1, 0]",166,29,0.6742154530168142,"(758242.7977055736, 4500000.0, -0.0, 0.7591330076338793)","[2, 2, 0, 1, 0]"
131,"[2, 2, 0, 1, 0]",162,111,0.6742154530168142,"(758242.7977055736, 4600000.0, 0.0, 0.7591330076338793)","[2, 2, 3, 1, 0]"
132,"[2, 2, 3, 1, 0]",174,110,0.6742154530168142,"(758242.7977055736, 4550000.0, 0.0, 0.7591330076338793)","[2, 3, 3, 1, 0]"
133,"[2, 3, 3, 1, 0]",190,75,0.6743664354335107,"(758242.7977055736, 21000000.0, 0.0, 0.7578840960868725)","[2, 0, 0, 1, 0]"
134,"[2, 0, 0, 1, 0]",130,53,0.6743664354335107,"(758242.7977055736, 960000.0, 0.0, 0.7578840960868725)","[2, 3, 0, 1, 0]"
135,"[2, 3, 0, 1, 0]",178,44,0.6743664354335107,"(758242.7977055736, 5000000.0, 0.0, 0.7578840960868725)","[3, 1, 1, 0, 1]"
136,"[3, 1, 1, 0, 1]",213,13,0.44612432247678313,"(758242.7977055736, 750000.0, 0.0, 2.6458801728618897)","[2, 0, 0, 0, 0]"
137,"[2, 0, 0, 0, 0]",128,32,0.6753565330113134,"(758242.7977055736, 230000.0, 0.0, 0.7578840960868725)","[2, 1, 0, 1, 0]"
138,"[2, 1, 0, 1, 0]",146,29,0.6795614989072144,"(758242.7977055736, 1000000.0, 0.0, 0.714911047292808)","[2, 0, 1, 0, 0]"
139,"[2, 0, 1, 0, 0]",132,42,0.679633475720413,"(758242.7977055736, 2000000.0, 0.0, 0.7143156622467387)","[3, 1, 2, 1, 1]"
140,"[3, 1, 2, 1, 1]",219,104,0.4452699903782506,"(758242.7977055736, 60000.0, 0.0, 2.6529471230815376)","[2, 3, 1, 1, 0]"
141,"[2, 3, 1, 1, 0]",182,44,0.679633475720413,"(758242.7977055736, 1000000.0, 0.0, 0.7143156622467387)","[3, 0, 3, 1, 1]"
142,"[3, 0, 3, 1, 1]",207,60,0.49776015412260327,"(758242.7977055736, 6000000.0, 0.0, 2.6539704994795055)","[2, 1, 3, 1, 0]"
143,"[2, 1, 3, 1, 0]",158,96,0.6803547670011895,"(758242.7977055736, 8500000.0, 0.0, 0.7083492124506126)","[3, 2, 0, 1, 1]"
144,"[3, 2, 0, 1, 1]",227,63,0.4866223708400397,"(758242.7977055736, 500000.0, 0.0, 2.3108843413022284)","[2, 1, 0, 1, 0]"
145,"[2, 1, 0, 1, 0]",146,114,0.6884922168072247,"(758242.7977055736, 3300000.0, 0.0, 0.6410370363156992)","[2, 2, 2, 1, 0]"
146,"[2, 2, 2, 1, 0]",170,51,0.6884922168072247,"(758242.7977055736, 4800000.0, 0.0, 0.6410370363156992)","[2, 2, 2, 1, 0]"
147,"[2, 2, 2, 1, 0]",170,86,0.6884922168072247,"(758242.7977055736, 4900000.0, -0.0, 0.6410370363156992)","[2, 3, 1, 1, 0]"
148,"[2, 3, 1, 1, 0]",182,75,0.7134904928354673,"(758242.7977055736, 2000000.0, 0.0, 0.618891209260852)","[3, 0, 2, 1, 1]"
149,"[3, 0, 2, 1, 1]",203,33,0.5316130382875038,"(758242.7977055736, 14240000.0, 0.0, 2.4645734061976174)","[3, 0, 1, 1, 1]"
150,"[3, 0, 1, 1, 1]",199,33,0.47033181979626854,"(758242.7977055736, 510000.0, 0.0, 2.464471178320044)","[3, 0, 3, 1, 1]"
151,"[3, 0, 3, 1, 1]",207,70,0.5303801892167375,"(758242.7977055736, 6000000.0, 0.0, 2.463271137106878)","[2, 3, 0, 1, 0]"
152,"[2, 3, 0, 1, 0]",178,78,0.6853134302110738,"(758242.7977055736, 5000000.0, 0.0, 0.667331643146541)","[3, 0, 3, 1, 1]"
153,"[3, 0, 3, 1, 1]",207,42,1.0,"(758242.7977055736, 113000000.0, 0.0, 2.4389056142532386)","[2, 3, 3, 1, 0]"
154,"[2, 3, 3, 1, 0]",190,130,0.6855089325009802,"(758242.7977055736, 18000000.0, 0.0, 0.6657144676325124)","[2, 1, 2, 1, 0]"
155,"[2, 1, 2, 1, 0]",154,68,0.6911376777260463,"(758242.7977055736, 50000000.0, 0.0, 0.6191540464883843)","[2, 0, 1, 0, 0]"
156,"[2, 0, 1, 0, 0]",132,1,0.6860357256343212,"(758242.7977055736, 8000000.0, 0.0, 0.6191540464883843)","[2, 0, 1, 1, 0]"
157,"[2, 0, 1, 1, 0]",134,44,0.691487503025503,"(758242.7977055736, 13000000.0, -0.0, 0.6162603263752339)","[2, 3, 0, 1, 0]"
158,"[2, 3, 0, 1, 0]",178,143,0.6639893911469625,"(758242.7977055736, 3000000.0, -0.0, 0.8437219752044651)","[2, 0, 3, 1, 0]"
159,"[2, 0, 3, 1, 0]",142,149,0.6639893911469625,"(758242.7977055736, 150000.0, -0.0, 0.8437219752044651)","[3, 3, 3, 1, 1]"
160,"[3, 3, 3, 1, 1]",255,125,0.4901238586111617,"(758242.7977055736, 1750000.0, 0.0, 2.2819203824205143)","[2, 3, 0, 1, 0]"
161,"[2, 3, 0, 1, 0]",178,68,0.664013614488579,"(758242.7977055736, 2000000.0, 0.0, 0.8435216021298128)","[3, 2, 0, 1, 1]"
162,"[3, 2, 0, 1, 1]",227,24,0.4932518516542561,"(758242.7977055736, 1000000.0, 0.0, 2.2811038714758345)","[2, 1, 1, 1, 0]"
163,"[2, 1, 1, 1, 0]",150,107,0.674024848448982,"(758242.7977055736, 9000.0, -0.0, 0.7607096696776232)","[2, 0, 3, 1, 0]"
164,"[2, 0, 3, 1, 0]",142,102,0.674024848448982,"(758242.7977055736, 7500000.0, 0.0, 0.7607096696776232)","[2, 0, 3, 1, 0]"
165,"[2, 0, 3, 1, 0]",142,145,0.674024848448982,"(758242.7977055736, 600000.0, 0.0, 0.7607096696776232)","[2, 1, 3, 1, 0]"
166,"[2, 1, 3, 1, 0]",158,53,0.7811803407968749,"(758242.7977055736, 14000000.0, 0.0, 0.760589740176478)","[2, 1, 1, 1, 0]"
167,"[2, 1, 1, 1, 0]",150,103,0.674039346870395,"(758242.7977055736, 250000.0, 0.0, 0.760589740176478)","[2, 0, 3, 0, 0]"
168,"[2, 0, 3, 0, 0]",140,1,0.674039346870395,"(758242.7977055736, 25000000.0, 0.0, 0.760589740176478)","[2, 1, 3, 1, 0]"
169,"[2, 1, 3, 1, 0]",158,54,1.0,"(758242.7977055736, 50000000.0, 0.0, 0.8465696492973799)","[3, 3, 1, 0, 1]"
170,"[3, 3, 1, 0, 1]",245,104,0.5098459938776164,"(758242.7977055736, 23381.29, -0.0, 2.1187808393873135)","[3, 1, 3, 1, 1]"
